#{"t_start": 1775124259.8445232, "env_id": "None"}
r,l,t
139.0,37,5.858509
20.0,7,5.864474
196.0,64,5.922037
-14.0,10,5.931559
39.0,23,5.952279
-8.0,2,5.954279
17.0,12,5.964526
-4.0,3,5.968117
93.0,43,6.013905
9.0,6,6.020432
43.0,29,6.045001
50.0,26,6.067249
-21.0,5,6.072282
0.0,1,6.073283
-21.0,6,6.07784
84.0,55,6.125118
-11.0,3,6.127669
1.0,3,6.130665
-5.0,6,6.136212
31.0,12,6.146363
-1.0,16,6.159974
-1.0,2,6.162971
356.0,200,8.593486
116.0,42,8.636126
150.0,36,8.672724
110.0,22,8.694781
-13.0,1,8.694781
23.0,18,8.712816
11.0,13,8.725838
-13.0,1,8.72685
5.0,4,8.730844
3.0,12,8.74236
-25.0,15,8.756023
-11.0,3,8.759066
-9.0,4,8.763065
149.0,48,8.806661
34.0,21,8.825304
5.0,7,8.831841
-4.0,5,8.836377
0.0,7,8.84342
105.0,23,8.865225
179.0,45,8.904562
145.0,70,8.967881
73.0,30,8.993943
53.0,29,9.019616
1.0,5,9.023616
88.0,53,9.068992
-7.0,3,9.071992
1.0,7,9.079523
-12.0,29,9.104577
-15.0,1,9.104577
16.0,19,9.122625
46.0,13,9.13419
-10.0,2,9.136184
-9.0,1,9.13673
70.0,23,9.157349
9.0,7,9.164357
163.0,39,9.197565
-5.0,13,9.209127
126.0,55,9.254912
-12.0,2,9.257437
99.0,48,9.298537
-8.0,17,9.313062
-8.0,2,9.315065
35.0,20,9.332117
89.0,27,9.353773
16.0,9,9.362361
27.0,21,9.379142
33.0,22,9.397266
8.0,23,9.416451
18.0,7,9.42249
-11.0,7,9.429008
-6.0,4,9.432007
0.0,3,9.434008
437.0,200,9.598275
-7.0,13,9.610796
55.0,33,9.639472
13.0,26,9.661236
-18.0,2,9.663237
6.0,12,9.672763
9.0,7,9.679289
160.0,38,9.71096
-6.0,5,9.71496
133.0,67,9.771738
116.0,42,9.806833
212.0,97,9.888797
19.0,12,9.899292
-15.0,1,9.900292
1.0,2,9.902292
341.0,200,10.078466
78.0,51,10.127146
12.0,15,10.140675
218.0,61,10.204436
-10.0,5,10.210969
95.0,39,10.250619
-16.0,2,10.252619
-7.0,12,12.646462
12.0,31,12.701717
8.0,12,12.723773
-7.0,3,12.729308
548.0,200,12.993023
-8.0,9,13.002553
156.0,47,13.052431
15.0,5,13.058958
-2.0,1,13.05996
25.0,15,13.079205
-11.0,3,13.083205
-23.0,28,13.120183
-19.0,18,13.142892
149.0,55,13.212508
21.0,8,13.22004
132.0,28,13.248741
-6.0,6,13.254302
-13.0,1,13.255329
6.0,10,13.264926
-5.0,7,13.271517
-6.0,3,13.274482
10.0,12,13.286547
0.0,1,13.287557
-8.0,2,13.289566
165.0,48,13.336373
-7.0,5,13.341388
-6.0,4,13.34442
-19.0,20,13.364039
-18.0,11,13.374565
-14.0,2,13.37608
11.0,6,13.384093
-14.0,5,13.390623
149.0,34,13.430282
182.0,70,13.513185
-9.0,1,13.515185
-8.0,18,13.541776
-7.0,2,13.546283
24.0,17,13.563313
-5.0,3,13.56682
-17.0,3,13.569824
213.0,49,13.61674
21.0,17,13.633381
76.0,27,13.65959
153.0,53,13.710103
0.0,1,13.711141
7.0,5,13.716131
-5.0,4,13.719712
23.0,16,13.734277
222.0,55,13.784781
87.0,51,13.843026
13.0,7,13.851145
134.0,38,13.89669
-5.0,7,13.903713
238.0,94,14.009437
123.0,46,14.053253
-13.0,1,14.054252
106.0,47,14.096082
6.0,6,14.103097
16.0,23,14.124153
-10.0,6,14.130677
-7.0,7,14.1382
-7.0,2,14.140199
-6.0,4,14.1442
-14.0,13,14.156245
200.0,64,14.216931
3.0,9,14.229277
-15.0,1,14.231282
-1.0,6,14.237669
23.0,16,14.256777
-6.0,7,14.264791
517.0,200,14.479782
323.0,101,14.598624
45.0,20,14.623688
90.0,51,14.676321
231.0,68,14.746011
-17.0,19,14.767593
71.0,29,14.802207
463.0,200,17.580906
-11.0,31,17.619041
205.0,48,17.67852
240.0,59,17.739627
-4.0,13,17.752132
168.0,51,17.803979
244.0,72,17.871573
-6.0,9,17.880163
73.0,29,17.906826
-1.0,75,17.977188
213.0,65,18.035097
353.0,90,18.11619
-5.0,4,18.119769
308.0,86,18.195227
-8.0,4,18.198818
232.0,56,18.249442
-2.0,1,18.250442
91.0,24,18.272018
-7.0,3,18.275018
36.0,15,18.288133
9.0,15,18.301681
64.0,31,18.329266
37.0,23,18.349281
1.0,2,18.351281
257.0,77,18.415041
-9.0,1,18.416557
14.0,6,18.421564
34.0,14,18.434091
215.0,51,18.476607
27.0,16,18.490208
-11.0,4,18.493206
-8.0,2,18.495206
25.0,71,18.553749
-9.0,1,18.554749
-20.0,4,18.558294
137.0,35,18.586861
4.0,16,18.600391
317.0,82,18.669579
210.0,56,18.717207
299.0,115,18.814078
-9.0,2,18.815078
-9.0,2,18.816625
-10.0,12,18.827218
-10.0,14,18.838721
567.0,200,19.003925
176.0,54,19.048546
-13.0,1,19.049546
581.0,200,19.214519
-1.0,2,19.217074
-2.0,1,19.21811
-11.0,5,19.222107
9.0,14,19.233699
211.0,55,19.280879
142.0,39,19.313455
36.0,39,21.764481
366.0,92,21.889902
405.0,99,22.003196
578.0,200,22.203847
46.0,41,22.242958
11.0,5,22.24748
358.0,88,22.330467
-6.0,2,22.332467
268.0,62,22.389145
-4.0,4,22.393146
416.0,109,22.491942
197.0,51,22.536774
-2.0,9,22.54382
-15.0,4,22.548372
-16.0,8,22.554371
309.0,68,22.612405
109.0,34,22.642154
175.0,44,22.67905
300.0,73,22.7432
-13.0,6,22.748725
222.0,52,22.793346
-8.0,6,22.799877
-2.0,1,22.800877
99.0,23,22.820931
232.0,67,22.879626
-6.0,10,22.888152
220.0,57,22.935246
-10.0,2,22.936754
289.0,75,23.001392
-8.0,3,23.004391
-2.0,1,23.004391
0.0,11,23.013921
240.0,67,23.06965
153.0,50,23.10995
656.0,200,23.282024
297.0,73,23.345966
19.0,21,23.36403
-7.0,4,23.367548
7.0,11,23.378121
97.0,40,23.41241
664.0,200,23.583647
271.0,82,25.98151
23.0,5,25.990046
-19.0,10,26.008116
-7.0,1,26.011128
-4.0,2,26.015129
367.0,91,26.162754
233.0,50,26.226009
345.0,93,26.324285
15.0,9,26.3338
-9.0,10,26.344311
-12.0,4,26.347859
2.0,3,26.350858
-21.0,9,26.36012
438.0,114,26.474312
-1.0,2,26.476861
501.0,114,26.587646
424.0,98,26.679137
469.0,116,26.782924
-9.0,1,26.783926
829.0,200,26.970357
279.0,72,27.036131
361.0,89,27.114185
232.0,61,27.170115
48.0,16,27.184718
9.0,5,27.189249
190.0,45,27.228355
156.0,45,27.26714
520.0,111,27.362973
217.0,63,27.417746
63.0,22,27.436316
245.0,54,27.482694
-5.0,3,27.484694
910.0,200,27.657381
409.0,86,27.733379
341.0,81,27.802429
479.0,102,27.889857
-9.0,1,27.890857
640.0,140,30.391169
161.0,40,30.440768
34.0,18,30.459805
592.0,125,30.587934
870.0,190,30.772169
248.0,60,30.829523
-7.0,1,30.830524
591.0,128,30.948443
3.0,8,30.956971
451.0,107,31.053953
-21.0,6,31.059508
57.0,21,31.077736
3.0,4,31.081741
250.0,55,31.13138
-7.0,5,31.135895
392.0,80,31.209257
478.0,105,31.313129
291.0,81,31.39591
253.0,49,31.449922
691.0,153,31.60917
461.0,91,31.694147
-4.0,4,31.697675
-13.0,1,31.698673
5.0,25,31.722636
830.0,186,31.887423
0.0,12,31.899019
-4.0,14,31.911578
557.0,149,32.040171
368.0,98,32.126741
577.0,141,34.450823
137.0,39,34.509449
139.0,34,34.556068
519.0,109,34.674911
-9.0,1,34.674911
978.0,200,34.876939
550.0,112,34.980709
-9.0,1,34.981709
107.0,26,35.004822
-11.0,5,35.010351
486.0,110,35.111467
492.0,104,35.20615
0.0,3,35.209701
600.0,130,35.320524
11.0,7,35.32708
892.0,200,35.496364
843.0,200,35.671698
-10.0,2,35.673707
581.0,129,35.785342
334.0,78,35.851021
485.0,97,35.930725
231.0,55,35.977044
-9.0,1,35.978045
297.0,66,36.031903
-2.0,1,36.032903
-8.0,3,36.035901
727.0,140,36.153327
-7.0,3,36.156327
29.0,9,36.16385
0.0,3,36.167374
-14.0,2,36.169382
-4.0,3,36.171889
66.0,15,36.184491
-11.0,3,36.187084
464.0,100,36.269702
488.0,114,38.654342
14.0,6,38.662856
-19.0,5,38.67138
-9.0,13,38.691967
-7.0,16,38.712037
674.0,136,38.857697
589.0,130,38.981354
29.0,10,38.99088
-9.0,1,38.99188
606.0,121,39.102454
470.0,102,39.197332
-11.0,22,39.216482
-10.0,1,39.217485
437.0,86,39.292931
954.0,200,39.466685
-2.0,5,39.47425
614.0,125,39.585346
347.0,82,39.656263
-11.0,18,39.671803
-7.0,1,39.674327
4.0,13,39.684907
718.0,145,39.811909
508.0,105,39.90308
-1.0,9,39.91059
1.0,2,39.91259
955.0,200,40.080144
694.0,133,40.198999
-8.0,14,40.211524
0.0,29,40.23813
-10.0,1,40.239126
440.0,100,40.327564
927.0,200,42.78595
-18.0,3,42.790469
771.0,160,42.976125
-6.0,8,42.983716
499.0,113,43.093021
2.0,3,43.096598
529.0,115,43.204709
0.0,2,43.207227
835.0,175,43.364601
-6.0,9,43.372189
673.0,141,43.524585
979.0,200,43.72281
8.0,5,43.727325
197.0,40,43.763911
281.0,60,43.818066
-10.0,2,43.820075
1032.0,200,43.994788
1.0,20,44.012938
731.0,181,44.170856
408.0,89,44.244594
900.0,191,44.409068
172.0,44,44.444599
731.0,156,44.578242
-1.0,2,44.580213
992.0,200,47.251354
1029.0,200,47.476171
497.0,107,47.580861
84.0,20,47.600033
-10.0,16,47.614621
6.0,14,47.627786
654.0,134,47.749897
-5.0,3,47.751898
1075.0,200,47.932496
2.0,23,47.952552
960.0,200,48.126193
1026.0,200,48.297015
3.0,5,48.302015
-9.0,1,48.302015
-1.0,2,48.304014
411.0,95,48.38629
-12.0,13,48.398843
502.0,99,48.484622
1027.0,200,48.651111
-1.0,2,48.653108
-8.0,5,48.657631
915.0,200,48.824
-5.0,3,48.826506
976.0,193,51.162705
0.0,24,51.201388
-8.0,3,51.204388
569.0,114,51.348785
-2.0,1,51.350784
395.0,90,51.441039
236.0,49,51.489161
-12.0,2,51.491161
-9.0,2,51.493161
938.0,200,51.68107
6.0,6,51.689131
16.0,16,51.703656
1.0,12,51.715185
-5.0,8,51.722703
-14.0,4,51.726209
16.0,9,51.734221
-18.0,4,51.737736
321.0,66,51.795068
1090.0,200,51.977449
939.0,176,52.132497
938.0,180,52.288639
1.0,16,52.302168
1053.0,200,52.489655
-1.0,2,52.492655
187.0,44,52.540316
1063.0,200,52.737823
793.0,151,52.873447
-8.0,9,52.88201
-13.0,1,52.883524
97.0,20,52.901593
6.0,2,52.903593
52.0,10,52.912123
739.0,138,53.035975
34.0,7,53.046006
-2.0,1,53.047024
1049.0,196,55.603614
1083.0,200,55.818465
1065.0,200,56.013662
884.0,162,56.163172
1024.0,200,56.344388
-9.0,6,56.349916
835.0,163,56.494322
7.0,6,56.499844
-5.0,2,56.501839
1117.0,200,56.673172
1022.0,200,56.847516
-7.0,1,56.848551
683.0,129,56.957021
276.0,52,57.000719
878.0,161,57.135135
0.0,12,57.144716
1046.0,200,57.312177
954.0,175,59.774858
1078.0,200,59.974116
-12.0,4,59.978673
366.0,64,60.038971
-10.0,5,60.042974
-7.0,5,60.047523
1068.0,200,60.231279
3.0,13,60.242817
-1.0,11,60.252381
875.0,159,60.395273
-9.0,1,60.39682
794.0,140,60.517193
-9.0,5,60.521225
3.0,4,60.525199
413.0,73,60.58767
552.0,103,60.677733
540.0,107,60.767435
897.0,174,60.910358
-3.0,7,60.916358
-7.0,1,60.917591
-7.0,13,60.928177
-4.0,3,60.931178
1106.0,200,61.097444
-7.0,1,61.098483
304.0,61,61.153346
-2.0,1,61.154346
8.0,2,61.156346
313.0,60,61.207208
341.0,57,61.254476
-13.0,1,61.256025
495.0,92,61.335023
52.0,12,61.344551
1.0,12,61.355073
-10.0,1,61.356589
-10.0,3,61.359596
-15.0,7,61.364596
1127.0,200,63.905193
-10.0,1,63.907714
-16.0,26,63.934749
1083.0,200,64.137305
241.0,50,64.18707
219.0,37,64.222428
159.0,30,64.250167
144.0,30,64.278778
-8.0,2,64.280778
106.0,24,64.302361
-15.0,1,64.303361
1061.0,200,64.486044
340.0,63,64.540503
628.0,115,64.641374
859.0,171,64.786126
1052.0,200,64.952566
76.0,17,64.96772
-2.0,1,64.968756
2.0,7,64.973725
0.0,1,64.974759
1182.0,200,65.144615
653.0,122,65.24746
1093.0,200,65.420324
-7.0,28,65.445377
1081.0,200,65.614758
1028.0,200,67.989875
1065.0,200,68.184507
393.0,78,68.25921
4.0,3,68.262208
949.0,174,68.44688
985.0,200,68.638324
8.0,21,68.657365
-8.0,18,68.673889
411.0,82,68.746881
-9.0,1,68.747924
457.0,92,68.830052
987.0,200,69.003665
770.0,148,69.130176
-16.0,6,69.135202
-10.0,1,69.1362
348.0,65,69.189863
984.0,200,69.358763
432.0,80,69.425948
5.0,17,69.439469
24.0,4,69.443463
-19.0,21,69.461543
-9.0,1,69.462543
126.0,26,69.484588
873.0,156,69.613102
1083.0,200,72.039649
1136.0,200,72.244854
1007.0,200,72.433936
-10.0,12,72.445114
-7.0,10,72.453639
555.0,107,72.55034
1123.0,200,72.725114
1091.0,200,72.89949
943.0,173,73.050202
-2.0,1,73.051202
1123.0,200,73.218243
1.0,2,73.220243
-10.0,8,73.227759
-10.0,32,73.254819
-7.0,16,73.267857
-7.0,16,73.281361
1047.0,200,73.447323
326.0,56,73.497083
1.0,2,73.499093
920.0,167,73.673213
-9.0,19,73.693375
3.0,23,73.717471
326.0,62,73.781573
504.0,91,76.167764
47.0,13,76.182273
68.0,16,76.201313
1040.0,200,76.409326
0.0,7,76.416804
357.0,67,76.481837
1088.0,200,76.665965
432.0,79,76.73611
1117.0,200,76.91
851.0,155,77.043663
7.0,53,77.087435
3.0,3,77.090472
-7.0,1,77.091471
1.0,2,77.093475
-15.0,3,77.096016
-5.0,2,77.097056
154.0,33,77.124805
1055.0,200,77.293128
182.0,39,77.324413
163.0,32,77.354091
-9.0,5,77.35958
617.0,112,77.459497
-2.0,1,77.460497
741.0,132,77.575129
1062.0,200,77.748064
291.0,58,77.813205
-9.0,1,77.814207
-20.0,11,77.82604
196.0,40,77.871156
535.0,111,81.296795
1061.0,200,81.603314
154.0,33,81.651029
2.0,3,81.656032
1072.0,200,81.923766
432.0,78,82.016765
-12.0,4,82.023776
1051.0,200,82.306857
-11.0,3,82.31088
934.0,186,82.517763
1.0,8,82.524773
971.0,164,82.72257
456.0,89,82.813685
1101.0,200,83.004007
1093.0,200,83.190024
751.0,132,83.315987
-8.0,5,83.320572
760.0,143,83.449283
1073.0,200,86.03688
24.0,11,86.055948
110.0,23,86.092569
-9.0,1,86.093572
39.0,11,86.107143
287.0,52,86.177846
1112.0,200,86.396463
1058.0,200,86.591237
-12.0,13,86.603277
1064.0,200,86.787436
1004.0,177,86.946876
-8.0,14,86.959421
943.0,164,87.12296
1113.0,200,87.311055
1104.0,200,87.492707
1063.0,200,87.674238
548.0,100,87.762491
1130.0,200,87.934806
1125.0,200,90.53222
1117.0,200,90.744681
663.0,121,90.863348
1134.0,200,91.048778
1148.0,200,91.228379
1171.0,200,91.402964
1013.0,190,91.564527
-9.0,1,91.566042
1119.0,200,91.739952
-14.0,8,91.747507
1031.0,183,91.904916
1113.0,200,92.077304
263.0,49,92.119236
335.0,60,92.171868
970.0,185,94.701423
0.0,14,94.722006
-19.0,8,94.732527
5.0,32,94.77463
306.0,62,94.855927
-15.0,1,94.856947
479.0,100,94.9738
549.0,100,95.089688
-18.0,8,95.097217
1098.0,200,95.292746
1052.0,174,95.452493
1087.0,200,95.630017
1158.0,200,95.803869
148.0,25,95.82597
1032.0,200,95.993392
4.0,19,96.009562
1079.0,200,96.177628
3.0,2,96.180638
42.0,9,96.188156
1070.0,200,96.355042
1184.0,200,96.525059
1111.0,200,98.914638
882.0,160,99.070393
-1.0,3,99.073393
-12.0,7,99.079918
982.0,178,99.246778
6.0,5,99.250785
583.0,109,99.346936
3.0,10,99.356453
1112.0,200,99.529811
-7.0,5,99.53481
-15.0,4,99.538368
4.0,31,99.564582
-8.0,2,99.566126
700.0,129,99.67408
827.0,148,99.798932
-12.0,2,99.800931
-14.0,3,99.803931
1100.0,200,99.970486
-9.0,2,99.972486
4.0,17,99.986627
-15.0,1,99.987633
496.0,87,100.060172
513.0,95,100.152854
-10.0,1,100.153815
1120.0,200,100.364974
59.0,12,100.376999
-2.0,1,100.378003
1127.0,200,100.563034
2.0,3,100.566001
1194.0,200,103.091882
129.0,31,103.123994
481.0,95,103.219179
80.0,18,103.236914
695.0,132,103.363199
485.0,90,103.446645
1093.0,200,103.684675
94.0,18,103.703786
891.0,172,103.869132
1075.0,200,104.104448
1132.0,200,104.326218
30.0,32,104.358901
1134.0,200,104.554188
-1.0,2,104.556696
6.0,27,104.582769
221.0,42,104.621059
963.0,165,104.768459
946.0,164,104.912238
-10.0,6,104.917764
-9.0,2,104.919763
-9.0,9,104.927817
