#{"t_start": 1775124368.160469, "env_id": "None"}
r,l,t
30.0,14,9.776289
18.0,15,9.788877
-6.0,5,9.793468
-16.0,6,9.798468
-8.0,7,9.804053
3.0,9,9.811604
-9.0,9,9.819224
160.0,45,9.857137
74.0,19,9.872355
14.0,12,9.882937
-15.0,1,9.883936
69.0,28,9.907081
10.0,10,9.914666
7.0,6,9.920257
89.0,26,9.941951
18.0,8,9.948946
46.0,20,9.96611
-1.0,4,9.969103
-6.0,9,9.976678
112.0,28,9.999433
-9.0,1,10.000984
-7.0,5,10.00499
104.0,31,10.030336
-9.0,1,10.031383
150.0,31,10.059444
21.0,8,10.06603
54.0,23,10.085222
-17.0,17,10.099413
4.0,6,12.436089
263.0,77,12.635443
16.0,3,12.640444
-23.0,23,12.676189
2.0,7,12.686711
246.0,53,12.772021
152.0,40,12.840763
227.0,92,12.981924
24.0,17,13.006093
10.0,18,13.038717
-19.0,5,13.046248
19.0,8,13.058759
37.0,17,13.09476
-8.0,10,13.110787
6.0,4,13.115798
3.0,3,13.120835
-9.0,1,13.123853
45.0,29,13.168575
1.0,4,13.175099
17.0,12,13.192662
3.0,3,13.197663
-21.0,6,13.209201
134.0,28,13.261611
-1.0,2,13.264691
-15.0,2,13.267653
-5.0,14,13.2922
-18.0,3,13.298202
-6.0,13,13.326408
8.0,6,13.335499
3.0,4,13.341982
24.0,14,13.36636
99.0,26,13.398902
13.0,9,13.410647
22.0,16,13.429288
-12.0,2,13.431841
6.0,2,13.434877
-14.0,4,13.438874
22.0,8,13.449431
199.0,45,13.50364
-15.0,1,13.504642
219.0,75,13.587037
96.0,30,13.624445
162.0,41,13.66859
-9.0,1,13.66859
10.0,12,13.68173
-9.0,1,13.682761
11.0,19,13.702529
168.0,52,13.752991
130.0,43,13.7953
23.0,14,13.808882
-15.0,1,13.810426
3.0,6,13.816119
-9.0,1,13.817114
3.0,3,13.820117
2.0,15,13.835278
0.0,3,13.837278
5.0,10,13.847857
79.0,33,13.881032
158.0,54,13.932463
-15.0,1,13.933462
-8.0,4,13.937462
15.0,8,13.946036
228.0,74,14.013159
4.0,5,14.018191
25.0,7,14.02478
406.0,164,14.174079
13.0,17,14.188625
108.0,29,14.214635
1.0,2,14.217605
-1.0,4,14.221149
154.0,38,14.255898
3.0,6,14.26148
16.0,7,14.267513
38.0,12,14.277105
-2.0,4,14.281147
-3.0,3,14.284187
-15.0,1,14.285188
-2.0,9,14.292761
-5.0,3,14.295733
-5.0,2,14.297763
1.0,3,14.3003
6.0,16,14.314582
140.0,37,14.347236
6.0,9,14.354751
-20.0,4,14.358759
15.0,4,14.362289
248.0,87,14.444488
7.0,11,14.45509
13.0,13,14.465662
-13.0,3,14.46867
13.0,4,14.473194
-19.0,18,14.488812
-2.0,1,14.490352
155.0,39,14.523785
170.0,40,14.557536
-12.0,2,14.560083
7.0,3,14.563124
-9.0,1,14.564124
-2.0,4,14.567131
16.0,9,14.574713
136.0,43,14.611002
136.0,28,14.636778
184.0,49,14.687544
17.0,22,14.710167
1.0,13,14.72188
2.0,3,14.725883
139.0,29,14.752546
-15.0,18,14.768127
-10.0,1,14.769128
0.0,7,14.775703
160.0,34,14.805424
-10.0,6,14.810423
-9.0,21,14.830266
-2.0,1,14.831275
172.0,38,17.273366
-7.0,21,17.302099
-8.0,7,17.311584
7.0,4,17.314585
30.0,7,17.325643
3.0,9,17.335163
-7.0,1,17.336161
0.0,11,17.353195
0.0,9,17.368715
283.0,57,17.440084
150.0,30,17.471382
190.0,35,17.50818
-14.0,2,17.510723
6.0,6,17.517352
174.0,34,17.55063
8.0,8,17.560207
-15.0,1,17.561217
21.0,6,17.567252
-9.0,1,17.568253
149.0,39,17.608999
151.0,34,17.642416
-5.0,17,17.658995
56.0,16,17.67417
413.0,96,17.763565
25.0,20,17.782701
76.0,26,17.807832
150.0,34,17.843693
-9.0,8,17.851245
9.0,21,17.870368
28.0,11,17.88097
0.0,3,17.884008
220.0,54,17.933028
143.0,32,17.96131
-16.0,9,17.969346
551.0,200,18.146071
-22.0,6,18.151611
41.0,18,18.167223
-12.0,9,18.174769
-9.0,2,18.175769
1.0,10,18.185365
169.0,45,18.22327
44.0,14,18.234485
138.0,37,18.269109
554.0,200,18.472161
1.0,2,18.475198
0.0,1,18.476196
1.0,3,18.479195
-1.0,2,18.481751
0.0,3,18.484793
11.0,29,18.516998
32.0,16,18.532209
50.0,18,18.548797
-15.0,1,18.550338
0.0,2,18.552386
111.0,28,18.578569
19.0,12,18.590163
19.0,11,18.600298
41.0,16,18.614931
241.0,58,18.668266
-8.0,4,18.671856
4.0,17,18.687454
706.0,200,18.866108
31.0,7,18.873658
-2.0,11,18.883249
16.0,6,18.889248
64.0,24,18.910948
193.0,47,18.951838
-14.0,5,18.956869
225.0,56,19.004451
230.0,52,19.050476
190.0,41,19.085287
210.0,36,19.115056
125.0,24,19.136837
170.0,58,19.186688
80.0,20,19.20389
256.0,52,21.541508
-14.0,3,21.546537
8.0,31,21.595442
72.0,22,21.624391
543.0,140,21.78032
19.0,17,21.79749
175.0,42,21.838622
-12.0,8,21.846208
152.0,27,21.874513
-8.0,4,21.878546
726.0,200,22.068776
-12.0,16,22.083959
163.0,37,22.116733
-4.0,4,22.120354
-5.0,3,22.123401
228.0,53,22.17312
670.0,200,22.386928
65.0,19,22.409111
-6.0,7,22.4167
-1.0,2,22.419244
162.0,29,22.449051
172.0,39,22.491916
131.0,38,22.528191
636.0,194,22.721141
-10.0,4,22.724181
82.0,23,22.745354
175.0,39,22.781679
8.0,7,22.788714
0.0,1,22.788714
-14.0,2,22.791269
81.0,20,22.808897
270.0,63,22.868553
-1.0,7,22.87615
44.0,49,22.923551
26.0,15,22.937145
298.0,83,23.010806
8.0,19,23.028015
12.0,17,23.043163
225.0,54,23.0901
-9.0,2,23.092148
-14.0,4,23.096149
198.0,52,23.142526
-12.0,2,23.143523
335.0,75,23.212235
135.0,39,23.246617
75.0,18,23.261238
-15.0,4,23.265243
268.0,61,23.317672
21.0,7,23.324854
151.0,41,23.360169
1.0,2,23.362217
64.0,26,23.384932
0.0,3,23.387945
205.0,55,23.434439
-9.0,1,23.436444
258.0,61,23.488302
2.0,23,26.265768
344.0,68,26.37249
313.0,64,26.464742
45.0,16,26.482941
187.0,32,26.520227
-2.0,1,26.521238
-1.0,8,26.531388
-10.0,3,26.534401
156.0,44,26.584902
45.0,13,26.59849
2.0,5,26.605081
78.0,21,26.627814
9.0,7,26.635417
29.0,34,26.672763
369.0,66,26.74139
7.0,3,26.744432
27.0,5,26.749432
348.0,70,26.82403
211.0,53,26.877719
13.0,16,26.893899
7.0,25,26.92004
-15.0,1,26.920561
35.0,9,26.930149
4.0,3,26.93274
16.0,3,26.936698
484.0,103,27.036884
-10.0,1,27.038919
-7.0,1,27.038919
-15.0,1,27.040461
245.0,50,27.090348
102.0,21,27.110047
809.0,200,27.29232
294.0,69,27.355494
4.0,4,27.358493
-2.0,7,27.365085
737.0,200,27.543971
-8.0,4,27.546968
193.0,47,27.590853
431.0,88,27.6685
209.0,38,27.701932
-18.0,2,27.703936
-13.0,1,27.704934
-7.0,3,27.707934
112.0,30,27.733315
318.0,60,27.787833
-10.0,4,27.791403
8.0,2,27.793427
93.0,22,27.812568
54.0,17,27.82675
185.0,38,27.860983
59.0,17,27.87726
59.0,14,27.888848
343.0,80,27.96005
142.0,29,27.985269
19.0,4,27.989268
31.0,10,27.997859
-7.0,1,27.998864
-5.0,3,28.001391
4.0,5,28.006421
337.0,76,28.074464
874.0,200,28.253625
397.0,84,30.715849
483.0,101,30.856162
460.0,95,30.962952
-10.0,4,30.967948
432.0,89,31.060299
402.0,76,31.138634
451.0,79,31.225844
-8.0,10,31.236402
8.0,2,31.238401
143.0,31,31.269114
166.0,40,31.308898
-12.0,3,31.311454
-7.0,1,31.312483
296.0,57,31.368134
276.0,64,31.429211
407.0,72,31.497312
-7.0,6,31.502901
-9.0,1,31.503905
3.0,4,31.507901
338.0,60,31.562942
379.0,72,31.631556
468.0,87,31.712247
1.0,2,31.714248
-15.0,7,31.721488
394.0,77,31.79121
0.0,3,31.794247
300.0,55,31.846801
-2.0,1,31.847799
338.0,70,31.912821
-4.0,9,31.921297
265.0,57,31.974761
-8.0,8,31.981316
309.0,69,32.043406
240.0,59,32.100101
527.0,118,32.211069
3.0,25,32.236495
2.0,8,32.244081
369.0,77,32.314204
-10.0,17,32.330385
331.0,60,32.386936
943.0,183,32.553715
224.0,59,32.606668
1.0,6,32.612258
498.0,83,35.256977
617.0,110,35.454836
376.0,65,35.532599
11.0,44,35.594245
608.0,103,35.741855
556.0,92,35.858303
387.0,83,35.97619
363.0,64,36.049398
-3.0,7,36.056986
-9.0,4,36.061552
12.0,8,36.071112
-7.0,5,36.080115
679.0,133,36.265633
3.0,26,36.293932
708.0,123,36.453516
-8.0,4,36.458516
422.0,73,36.54758
176.0,30,36.580313
21.0,17,36.600221
147.0,28,36.629989
11.0,3,36.63312
197.0,44,36.679329
67.0,16,36.70004
1.0,2,36.703084
-7.0,1,36.704086
119.0,23,36.733739
931.0,175,36.947267
638.0,121,37.092616
581.0,104,37.225543
460.0,93,37.323745
464.0,87,37.413117
701.0,125,37.563222
552.0,100,37.676709
1001.0,172,40.700191
27.0,29,40.737992
0.0,1,40.739029
-9.0,1,40.740583
-7.0,18,40.770362
-10.0,2,40.773957
-10.0,2,40.776958
-12.0,17,40.8007
665.0,119,40.938511
706.0,123,41.068377
-7.0,1,41.069381
-13.0,13,41.082559
703.0,125,41.214543
-13.0,7,41.22114
18.0,6,41.228137
-4.0,2,41.230658
-2.0,1,41.231667
323.0,57,41.290228
252.0,50,41.337116
290.0,58,41.393471
0.0,2,41.396468
566.0,103,41.496224
1.0,2,41.498224
297.0,60,41.556139
455.0,87,41.636382
-10.0,2,41.637932
4.0,4,41.642565
598.0,103,41.737897
-10.0,1,41.738901
1204.0,200,41.926674
243.0,48,41.972204
391.0,72,42.037338
587.0,105,42.133735
1.0,2,42.135734
244.0,44,42.177205
820.0,142,42.307938
837.0,156,42.447546
1074.0,200,42.626071
-7.0,2,42.628065
2.0,8,42.63566
666.0,115,45.276008
549.0,98,45.388744
-9.0,2,45.391299
240.0,51,45.447319
-7.0,2,45.44932
781.0,136,45.597998
-4.0,3,45.600546
758.0,144,45.746414
701.0,123,45.866475
685.0,124,45.986303
-2.0,1,45.987302
-7.0,1,45.988302
74.0,17,46.005417
173.0,30,46.033956
1217.0,200,46.224188
322.0,59,46.279033
-10.0,1,46.28058
-10.0,1,46.281587
1129.0,200,46.463237
155.0,25,46.486402
257.0,46,46.527662
17.0,5,46.533291
716.0,131,46.649422
921.0,172,46.800849
998.0,194,46.974058
729.0,122,47.084614
1148.0,200,49.614458
6.0,2,49.617454
-2.0,1,49.618458
-4.0,21,49.64115
1184.0,200,49.847775
4.0,22,49.870483
851.0,138,50.003184
687.0,134,50.12854
1134.0,200,50.339289
634.0,109,50.457579
1164.0,200,50.645341
-10.0,2,50.64734
-10.0,2,50.649341
-13.0,14,50.662523
128.0,27,50.68742
9.0,3,50.690423
240.0,47,50.734239
258.0,51,50.782524
1160.0,200,50.961069
-15.0,3,50.964091
1224.0,200,51.140349
10.0,9,51.148956
1159.0,200,51.327928
560.0,98,51.41568
965.0,156,53.949293
1218.0,200,54.157017
378.0,75,54.230053
1153.0,200,54.418092
13.0,39,54.454042
194.0,33,54.485799
49.0,9,54.49335
784.0,133,54.610374
-2.0,18,54.626112
20.0,10,54.634698
2.0,3,54.637696
1148.0,200,54.813825
1191.0,200,54.986301
9.0,19,55.002474
1219.0,200,55.211287
-10.0,2,55.216287
1139.0,200,55.411808
1186.0,200,55.625004
1.0,12,55.63752
-10.0,1,55.638522
493.0,91,55.744459
210.0,40,55.798085
1130.0,193,58.581242
1148.0,200,58.812726
-10.0,5,58.817741
163.0,30,58.85056
4.0,3,58.854606
767.0,137,58.992623
295.0,47,59.036673
7.0,8,59.045262
1152.0,200,59.232815
1196.0,200,59.413428
893.0,162,59.554634
1.0,8,59.562222
-7.0,1,59.563219
12.0,17,59.578452
-19.0,6,59.583036
1182.0,200,59.752479
408.0,77,59.818544
1148.0,200,59.991412
-10.0,8,59.998434
1222.0,200,60.164077
1160.0,197,62.622623
1204.0,200,62.862469
1199.0,200,63.056309
159.0,32,63.085603
-10.0,1,63.086603
1017.0,174,63.242687
1188.0,200,63.48246
-10.0,4,63.488422
1187.0,200,63.924051
947.0,159,64.315244
481.0,83,64.503569
1168.0,200,64.843578
1181.0,200,65.063422
-7.0,17,65.081538
849.0,149,65.233402
1120.0,191,65.411928
271.0,46,67.935637
1137.0,200,68.183155
1133.0,200,68.379446
1233.0,200,68.563676
1149.0,200,68.735771
1195.0,200,68.90732
823.0,138,69.026514
991.0,172,69.172946
1181.0,200,69.338857
-7.0,8,69.346395
1174.0,200,69.512248
685.0,124,69.613639
224.0,44,69.650963
1203.0,200,72.49173
1190.0,200,72.72602
1225.0,200,72.940011
1212.0,200,73.130105
1201.0,200,73.312546
1168.0,200,73.484758
-10.0,3,73.487758
6.0,2,73.48876
328.0,61,73.543192
1083.0,194,73.708663
-14.0,3,73.711215
-12.0,2,73.713253
12.0,19,73.728803
1239.0,200,73.905717
1228.0,200,74.088814
-2.0,1,74.090356
494.0,88,74.174925
-2.0,1,74.176891
1207.0,200,76.803512
14.0,3,76.808512
1217.0,200,77.093034
1236.0,200,77.290931
389.0,64,77.348935
1169.0,200,77.530328
1220.0,200,77.703573
147.0,30,77.72876
1231.0,200,77.896787
617.0,99,77.978959
467.0,84,78.048569
-4.0,9,78.057121
0.0,1,78.057121
1192.0,200,78.22458
972.0,177,78.371585
1263.0,200,78.54024
1011.0,162,78.673826
-2.0,1,78.674829
1128.0,200,81.03937
97.0,20,81.060094
965.0,162,81.219501
921.0,157,81.363419
-10.0,3,81.366385
-15.0,4,81.37042
-7.0,1,81.370937
1182.0,200,81.54826
1035.0,169,81.693164
-15.0,4,81.697163
673.0,114,81.794198
1126.0,200,81.960157
-10.0,3,81.963201
-4.0,2,81.965201
1162.0,200,82.15253
1223.0,200,82.345399
207.0,34,82.376741
-10.0,1,82.377742
1191.0,200,82.552546
1254.0,200,84.94126
1213.0,200,85.188886
923.0,163,85.355544
1212.0,200,85.536787
1.0,2,85.538786
549.0,95,85.622719
1199.0,200,85.799166
1162.0,192,85.970463
8.0,2,85.974486
-10.0,10,85.984644
101.0,17,85.99923
-12.0,2,86.000769
304.0,54,86.047132
1131.0,200,86.224371
1254.0,200,86.394607
1.0,2,86.396607
1196.0,200,86.561173
1.0,29,86.585914
306.0,56,86.632314
-10.0,1,86.633314
-13.0,18,86.648803
1004.0,171,86.796732
1100.0,184,89.386147
1259.0,200,89.581389
-7.0,1,89.583425
957.0,154,89.723152
1023.0,175,89.877264
1043.0,174,90.027351
362.0,64,90.081297
193.0,37,90.113051
1214.0,200,90.280092
1173.0,200,90.447162
1187.0,200,90.615345
1219.0,200,90.781359
1272.0,200,90.947148
0.0,6,90.953735
1199.0,200,93.454446
1184.0,200,93.671083
901.0,157,93.821717
-14.0,17,93.837309
170.0,32,93.868051
1131.0,200,94.046682
1149.0,200,94.221074
-15.0,4,94.225116
-10.0,1,94.226114
1208.0,200,94.400368
699.0,115,94.500458
1226.0,200,94.667177
148.0,26,94.688486
1192.0,200,94.855844
288.0,51,94.899353
6.0,2,94.900903
1197.0,200,95.075705
1174.0,200,97.627936
-9.0,7,97.637472
-10.0,11,97.65054
761.0,124,97.798969
-10.0,7,97.806557
-9.0,3,97.808555
-10.0,3,97.812111
1177.0,200,98.008009
1244.0,200,98.218063
6.0,40,98.260308
287.0,54,98.310163
1127.0,200,98.491485
1182.0,200,98.665481
857.0,149,98.793362
-9.0,12,98.803959
313.0,52,98.847271
1173.0,200,99.014339
-10.0,4,99.018342
1182.0,200,99.20885
1189.0,200,99.413448
1.0,2,99.415443
1158.0,200,103.161716
1177.0,200,103.508684
523.0,87,103.632591
-2.0,1,103.633592
617.0,109,103.816216
-10.0,2,103.818178
140.0,30,103.85813
556.0,92,103.963123
1192.0,200,104.206504
1192.0,200,104.456248
1107.0,200,104.694292
1103.0,192,104.916072
358.0,67,104.98172
-10.0,1,104.982754
398.0,65,105.042871
-15.0,3,105.045868
1247.0,200,105.256128
-10.0,8,105.265486
1174.0,200,105.463864
267.0,49,105.510765
524.0,89,107.933072
1182.0,200,108.16564
1209.0,198,108.35834
747.0,120,108.467724
-10.0,2,108.468719
-10.0,12,108.480512
1195.0,200,108.658584
1191.0,200,108.862258
1160.0,200,109.048988
644.0,108,109.147434
750.0,135,109.264672
1195.0,200,109.43707
283.0,51,109.479475
965.0,166,109.618755
1249.0,200,109.782951
-10.0,7,109.788953
-2.0,1,109.788953
