#{"t_start": 1775124031.9217353, "env_id": "None"}
r,l,t
137.0,28,21.332648
247.0,54,21.379511
-15.0,1,21.380545
220.0,61,21.432066
124.0,49,21.474194
275.0,63,21.527551
92.0,22,21.544731
-10.0,6,21.550287
713.0,200,21.717417
-8.0,6,21.722943
-21.0,3,21.724942
149.0,43,21.761053
-2.0,1,21.762051
13.0,28,21.786101
375.0,102,21.871416
-8.0,5,21.876448
471.0,123,21.985078
-9.0,1,21.986078
75.0,20,22.003242
-7.0,13,22.014326
287.0,67,22.072507
224.0,61,22.126658
110.0,33,22.15505
57.0,17,22.169106
624.0,200,22.335701
164.0,53,24.522671
486.0,124,24.670063
375.0,72,24.744384
1.0,26,24.770968
8.0,2,24.772965
118.0,41,24.811877
463.0,108,24.916025
-7.0,19,24.934195
379.0,83,25.010736
330.0,81,25.084588
609.0,143,25.210623
2.0,7,25.216632
-7.0,10,25.225213
433.0,108,25.319206
303.0,67,25.37852
26.0,8,25.386534
14.0,16,25.400588
1.0,4,25.404587
334.0,79,25.470472
127.0,26,25.492496
32.0,7,25.497497
-5.0,2,25.500022
16.0,6,25.507025
123.0,32,25.533106
4.0,3,25.536106
206.0,51,25.579476
-7.0,3,25.582483
268.0,55,25.629338
-11.0,3,25.631381
13.0,3,25.634376
335.0,69,25.691819
615.0,119,25.805899
-15.0,3,25.808408
120.0,36,25.843594
448.0,98,25.949008
-9.0,1,25.950021
912.0,200,26.135012
426.0,90,26.214649
406.0,103,26.305393
871.0,200,28.746674
666.0,156,28.92222
903.0,200,29.126938
208.0,52,29.200133
101.0,22,29.224725
836.0,200,29.449959
5.0,4,29.455957
375.0,84,29.543424
217.0,49,29.592075
593.0,131,29.71626
882.0,200,29.894668
-1.0,12,29.905191
740.0,155,30.040043
-2.0,1,30.04108
-9.0,3,30.043079
514.0,102,30.133294
876.0,188,30.289641
949.0,200,30.456505
7.0,4,30.460002
273.0,74,30.5227
308.0,76,30.584851
361.0,85,33.041721
329.0,69,33.119428
230.0,49,33.173054
329.0,69,33.250753
-9.0,5,33.25675
987.0,189,33.441906
738.0,154,33.584944
1013.0,200,33.763997
1009.0,200,33.934485
695.0,153,34.06726
957.0,200,34.238669
144.0,29,34.262733
885.0,200,34.429648
91.0,21,34.448651
-10.0,19,34.465286
588.0,114,34.560149
35.0,9,34.568666
320.0,70,34.629508
-15.0,3,34.632544
25.0,9,34.639888
990.0,200,34.807259
-7.0,5,34.811784
593.0,116,37.320875
83.0,21,37.344912
861.0,168,37.527414
9.0,3,37.529965
963.0,200,37.716045
-5.0,20,37.733802
474.0,94,37.818505
719.0,137,37.93856
1007.0,200,38.112727
900.0,192,38.275529
-10.0,4,38.279045
-6.0,2,38.281053
851.0,163,38.417074
-15.0,3,38.420211
34.0,11,38.429736
531.0,100,38.513391
4.0,3,38.516391
14.0,20,38.533191
1019.0,200,38.700075
-8.0,9,38.707111
-9.0,1,38.708657
2.0,3,38.710706
467.0,98,38.792498
-7.0,1,38.793496
-2.0,1,38.794493
477.0,98,38.876484
999.0,200,39.041688
1025.0,200,41.799664
425.0,97,41.931678
646.0,112,42.05413
1032.0,200,42.254478
1056.0,200,42.451969
664.0,121,42.592046
2.0,13,42.60559
1002.0,200,42.839057
-14.0,6,42.845093
-8.0,9,42.854627
1154.0,200,43.089123
151.0,35,43.125454
0.0,8,43.134056
703.0,131,43.267744
-9.0,1,43.268743
823.0,173,43.467305
509.0,101,43.569624
117.0,28,43.604803
-10.0,23,43.631947
-12.0,28,43.666139
528.0,104,43.785157
-13.0,1,43.786157
-9.0,1,43.787158
487.0,90,46.612393
1067.0,200,46.933469
814.0,152,47.157439
833.0,158,47.371709
960.0,184,47.573884
1106.0,200,47.768826
308.0,59,47.822696
1086.0,200,48.007926
-10.0,2,48.010511
1111.0,200,48.193545
-9.0,4,48.197545
966.0,175,48.36071
1039.0,200,48.547238
1053.0,200,48.730941
1139.0,200,51.445083
1046.0,200,51.664205
1085.0,200,51.85725
1111.0,200,52.044411
-8.0,7,52.051974
-13.0,4,52.055974
11.0,3,52.058974
-9.0,10,52.0675
1200.0,200,52.252944
93.0,16,52.270006
1092.0,200,52.48731
797.0,139,52.626291
582.0,103,52.725252
1117.0,200,52.909247
-7.0,1,52.91127
-6.0,2,52.913267
400.0,69,52.975094
1156.0,200,53.155814
24.0,60,53.21198
1128.0,200,55.772771
825.0,148,55.952899
1110.0,200,56.155415
1027.0,200,56.350534
1080.0,200,56.535285
83.0,16,56.549319
614.0,108,56.647944
207.0,40,56.683231
1014.0,199,56.86056
1119.0,200,57.042341
1.0,3,57.045341
593.0,100,57.135602
-9.0,4,57.139119
-7.0,10,57.148682
1185.0,200,57.322361
489.0,94,57.403962
1146.0,200,57.583673
-13.0,30,57.615278
-8.0,9,57.624812
-8.0,11,57.635913
1194.0,200,60.260142
1182.0,200,60.462405
-10.0,6,60.467405
1133.0,200,60.661452
1188.0,200,60.842499
-2.0,1,60.844537
805.0,147,60.971659
102.0,24,60.993676
-13.0,16,61.007199
1083.0,200,61.18195
1142.0,200,61.353765
1074.0,194,61.527463
-10.0,18,61.543515
292.0,49,61.586773
1156.0,200,61.7609
1097.0,200,64.250372
1204.0,200,64.505121
1160.0,200,64.702459
1118.0,200,64.886699
1173.0,200,65.062907
6.0,2,65.065907
576.0,99,65.152444
-7.0,14,65.165001
10.0,4,65.168001
-7.0,1,65.169517
986.0,180,65.330813
0.0,14,65.343833
-9.0,13,65.355358
148.0,27,65.379039
1095.0,200,65.554259
-2.0,1,65.555259
1073.0,200,65.723297
1180.0,200,65.891886
1176.0,200,66.061002
1127.0,200,68.545936
1116.0,200,68.763802
-10.0,8,68.77233
774.0,138,68.900674
1207.0,200,69.083097
1106.0,200,69.257284
-9.0,14,69.269329
770.0,129,69.381521
1215.0,200,69.550493
-9.0,1,69.551491
-10.0,1,69.552492
1188.0,200,69.720415
-7.0,1,69.721414
633.0,111,69.818644
-6.0,2,69.820658
-9.0,4,69.824655
-9.0,5,69.828655
1140.0,200,69.99516
183.0,35,70.025733
1190.0,200,70.193204
153.0,31,70.218767
-4.0,2,70.220783
1213.0,200,72.609081
-7.0,17,72.628625
-2.0,1,72.629133
-6.0,14,72.644164
1149.0,200,72.840964
298.0,54,72.892171
1163.0,200,73.071286
1182.0,200,73.244541
12.0,22,73.263743
-13.0,9,73.271359
1185.0,200,73.447408
1120.0,200,73.645161
187.0,33,73.676931
1201.0,200,73.853923
-7.0,1,73.855922
1153.0,200,74.03017
-9.0,5,74.035169
-10.0,3,74.037169
1173.0,196,74.205147
-10.0,1,74.206147
-3.0,15,74.218677
-10.0,4,74.2222
384.0,72,74.282872
1056.0,191,76.734805
1224.0,200,76.941859
1164.0,200,77.132262
435.0,81,77.205506
1141.0,200,77.382113
265.0,50,77.424342
1242.0,200,77.594122
283.0,50,77.635777
-10.0,5,77.640302
1126.0,200,77.806685
619.0,117,77.904663
120.0,22,77.923691
912.0,162,78.06535
-7.0,1,78.066351
289.0,47,78.109015
1128.0,200,78.280422
1.0,2,78.282429
92.0,18,78.297958
-12.0,4,78.301484
1144.0,200,80.689121
1146.0,200,80.910513
1153.0,200,81.10433
-10.0,4,81.10887
-8.0,10,81.117885
1136.0,200,81.298779
1153.0,200,81.473908
1.0,11,81.483485
135.0,24,81.504504
-10.0,1,81.505504
543.0,96,81.583627
72.0,16,81.59722
1172.0,200,81.764621
-13.0,8,81.77208
1096.0,200,81.937046
1115.0,200,82.106191
1185.0,200,82.273852
-10.0,4,82.277852
1162.0,200,82.445431
15.0,5,82.449959
1205.0,200,84.880058
1191.0,200,85.076136
66.0,12,85.089192
1153.0,200,85.270208
1144.0,200,85.444018
149.0,28,85.470135
1171.0,200,85.64083
1217.0,200,85.809092
1164.0,200,85.983338
-8.0,31,86.010886
1189.0,200,86.184921
-7.0,1,86.186919
1049.0,190,86.345909
1200.0,200,86.512948
150.0,25,88.786008
690.0,129,88.960568
362.0,65,89.026742
-8.0,24,89.049298
-10.0,6,89.0563
-13.0,7,89.062822
1174.0,200,89.255827
1226.0,200,89.468899
877.0,150,89.621037
1167.0,200,89.801117
1191.0,200,89.973447
233.0,42,90.009745
1177.0,200,90.176764
-7.0,1,90.177764
-10.0,8,90.185289
1199.0,200,90.353252
22.0,4,90.356253
1199.0,200,90.52319
1005.0,182,90.675245
573.0,101,93.342564
-8.0,22,93.36714
1225.0,200,93.575962
1274.0,200,93.756655
1150.0,200,93.931734
-2.0,1,93.933735
-7.0,1,93.934734
574.0,92,94.015826
-11.0,24,94.036969
648.0,116,94.135355
1177.0,200,94.304563
960.0,161,94.439663
-9.0,10,94.447673
-10.0,4,94.451198
-3.0,20,94.467236
3.0,33,94.495816
-11.0,35,94.526389
-2.0,1,94.527395
-9.0,8,94.536938
318.0,60,94.595134
1221.0,200,94.799461
1126.0,200,94.978664
1153.0,200,97.410978
1108.0,200,97.657803
252.0,51,97.708929
1139.0,200,97.898896
-10.0,3,97.902912
1151.0,200,98.084415
1198.0,200,98.259519
485.0,88,98.338888
-9.0,17,98.353065
1201.0,200,98.523954
154.0,31,98.5526
24.0,57,98.602069
-9.0,15,98.615634
504.0,87,98.689764
-7.0,1,98.690804
-6.0,25,98.711876
-7.0,1,98.712878
-9.0,19,98.729931
-10.0,2,98.731939
1177.0,200,98.905855
101.0,21,98.924993
1229.0,200,99.093858
1174.0,200,99.263037
1207.0,200,101.816294
-9.0,23,101.842867
-11.0,8,101.851394
1178.0,200,102.045484
-10.0,3,102.047483
430.0,74,102.116692
1138.0,200,102.293543
801.0,142,102.419183
-9.0,13,102.430825
4.0,3,102.432821
-9.0,25,102.455686
647.0,106,102.545547
-10.0,20,102.561726
1216.0,200,102.728965
1031.0,171,102.869186
1198.0,200,103.036765
102.0,19,103.052956
1195.0,200,103.220602
280.0,55,103.266718
-15.0,8,103.273752
-10.0,6,103.27926
