#{"t_start": 1775120647.2474194, "env_id": "None"}
r,l,t
-17.0,7,6.414463
21.0,8,6.430519
-16.0,4,6.438533
17.0,8,6.455942
-7.0,1,6.456941
-15.0,3,6.464474
-15.0,1,6.465476
582.0,200,6.819399
-11.0,11,6.840945
13.0,6,6.85647
12.0,15,6.878128
-24.0,6,6.888666
37.0,34,6.93328
0.0,6,6.945913
2.0,3,6.953019
5.0,3,6.954014
-15.0,1,6.959008
9.0,24,6.99467
3.0,9,7.009828
8.0,17,7.039823
-17.0,5,7.049361
11.0,14,7.07904
11.0,9,7.095111
11.0,5,7.103648
243.0,68,7.221905
20.0,6,7.23802
-6.0,5,7.244546
-8.0,10,7.260577
158.0,47,7.334811
2.0,4,7.34434
12.0,10,7.367942
-8.0,2,7.369937
104.0,39,7.451401
1.0,6,7.466961
7.0,6,7.476065
-15.0,1,7.477068
4.0,4,7.4861
15.0,7,7.501685
53.0,19,7.532265
85.0,22,7.567697
277.0,83,7.751798
663.0,200,8.24775
218.0,64,8.392273
180.0,44,8.491671
23.0,10,8.517746
14.0,16,8.559878
19.0,11,8.572919
173.0,49,8.683433
-9.0,2,8.68443
-9.0,6,8.702479
10.0,15,8.728543
22.0,19,8.774207
308.0,87,8.946278
19.0,13,8.973838
126.0,40,9.060601
-16.0,2,9.069142
4.0,8,9.08673
68.0,20,9.131362
288.0,101,9.337815
3.0,3,9.345344
-6.0,5,9.355881
-9.0,1,9.356882
633.0,200,9.765287
199.0,49,9.876231
-9.0,1,9.883323
135.0,34,9.951252
177.0,34,10.018114
140.0,45,10.108974
94.0,42,10.186302
-11.0,9,10.210863
48.0,16,10.244163
-13.0,1,10.245162
-12.0,5,10.251686
-15.0,1,10.253684
11.0,5,10.2642
307.0,106,10.474457
539.0,182,10.836216
-18.0,4,10.843743
744.0,200,11.26079
710.0,200,11.670902
-14.0,2,11.672916
-13.0,4,11.682003
693.0,200,12.048814
271.0,60,12.145511
-10.0,7,12.162669
-9.0,1,12.163629
273.0,52,12.302121
-17.0,3,12.310636
21.0,7,12.325201
171.0,46,12.413473
-8.0,6,12.431546
8.0,19,12.467168
-4.0,5,12.48073
272.0,84,12.612585
25.0,9,12.62399
5.0,3,12.632555
-12.0,5,12.639548
4.0,8,12.650646
515.0,125,12.854261
10.0,15,12.881018
-9.0,1,12.882133
-6.0,6,12.896724
-4.0,4,12.90399
213.0,43,12.975791
-13.0,9,12.99097
400.0,84,13.164472
283.0,67,13.318261
-5.0,5,13.336332
11.0,4,13.343855
-6.0,3,13.345855
286.0,76,13.496345
-14.0,2,13.50387
10.0,2,13.50587
461.0,109,13.708783
848.0,200,14.074601
491.0,103,14.261864
-6.0,2,14.265872
336.0,64,14.365792
504.0,114,14.570999
19.0,7,14.583052
24.0,11,14.603207
60.0,17,14.630902
860.0,200,14.980843
-6.0,11,14.999418
224.0,56,15.085914
2.0,7,15.098451
377.0,84,15.256305
349.0,61,15.369308
226.0,52,15.47823
468.0,99,15.646374
-20.0,6,15.656907
-20.0,2,15.664448
349.0,84,15.803289
567.0,114,16.004624
-2.0,3,16.013192
86.0,24,16.058503
555.0,110,16.252233
4.0,3,16.260776
1044.0,200,16.612615
276.0,57,16.703043
620.0,118,16.918146
37.0,8,16.930662
-2.0,3,16.935812
277.0,59,17.024981
1018.0,200,17.403672
280.0,58,17.500696
951.0,200,17.871777
17.0,8,17.887812
231.0,57,17.976915
1005.0,200,18.352956
1105.0,200,18.788077
1008.0,200,19.179601
26.0,8,19.195371
285.0,60,19.313704
1061.0,200,19.698416
30.0,16,19.732618
1104.0,200,20.101143
349.0,63,20.228687
73.0,14,20.255352
1199.0,200,20.631608
1162.0,200,21.006397
12.0,4,21.012956
1185.0,200,21.397843
1163.0,200,21.784215
1100.0,189,22.157386
1.0,11,22.179276
165.0,30,22.244759
-15.0,1,22.245759
1143.0,193,22.616421
1175.0,200,22.999869
1165.0,200,23.399752
1233.0,200,23.803987
1231.0,200,24.257274
50.0,10,24.277364
662.0,115,24.50713
-2.0,1,24.50813
1185.0,200,24.890777
6.0,2,24.892826
1.0,2,24.899827
1122.0,200,25.287215
1109.0,181,25.610976
12.0,35,25.670893
-8.0,2,25.671902
1148.0,200,26.05918
1141.0,197,26.434184
1216.0,200,26.8262
1190.0,200,27.23526
41.0,18,27.273491
-5.0,5,27.28399
1150.0,200,27.652646
1164.0,200,28.047747
1199.0,200,28.417455
1178.0,200,28.792308
30.0,16,28.827009
768.0,132,29.090547
-5.0,9,29.115757
113.0,16,29.155078
1181.0,200,29.582502
1155.0,200,29.977506
1148.0,200,30.353916
416.0,78,30.510541
1216.0,200,30.891049
79.0,17,30.924984
939.0,167,31.241039
1133.0,200,31.605367
-6.0,4,31.614962
1178.0,200,31.995474
2.0,7,32.008108
928.0,152,32.274384
-8.0,2,32.276384
258.0,53,32.365709
424.0,70,32.474539
44.0,13,32.497221
16.0,11,32.519331
29.0,10,32.544044
762.0,122,32.789424
1114.0,200,33.178873
1132.0,200,33.534629
432.0,74,33.682879
1220.0,200,34.064574
-6.0,4,34.073027
591.0,98,34.269217
12.0,8,34.286373
179.0,38,34.361656
229.0,37,34.424082
1175.0,200,34.865663
-14.0,2,34.867663
531.0,94,35.042928
471.0,78,35.201153
3.0,4,35.207215
-20.0,2,35.212808
2.0,3,35.218774
1083.0,200,35.613003
1134.0,200,35.997138
657.0,114,36.192556
27.0,6,36.206654
0.0,1,36.207649
-15.0,1,36.208648
27.0,8,36.22375
263.0,47,36.312138
874.0,141,36.552275
-7.0,1,36.552275
-8.0,2,36.558309
1.0,2,36.559312
1192.0,200,36.949214
920.0,162,37.250571
145.0,28,37.308801
87.0,121,37.519047
113.0,21,37.554134
-2.0,8,37.56767
1080.0,200,37.928144
1150.0,200,38.300652
24.0,7,38.317834
241.0,41,38.398793
1186.0,200,38.769686
1141.0,200,39.138143
1165.0,200,39.527842
1205.0,200,39.91596
1229.0,200,40.349385
-5.0,11,40.376171
-13.0,1,40.377171
1207.0,200,40.755845
513.0,87,40.915657
1175.0,200,41.289547
23.0,7,41.308237
1157.0,200,41.687158
-9.0,4,41.694756
-8.0,5,41.702239
2.0,3,41.709765
772.0,124,41.929327
15.0,25,41.977122
1196.0,200,42.36995
-7.0,3,42.375482
1115.0,191,42.73419
0.0,10,42.746724
1144.0,200,43.115661
1215.0,200,43.48814
-2.0,1,43.489146
-10.0,2,43.493736
1056.0,180,43.827318
1199.0,200,44.222006
54.0,30,44.27866
1175.0,200,44.710553
653.0,106,44.945746
1174.0,200,45.357975
596.0,109,45.599789
109.0,57,45.710938
1179.0,200,46.122416
150.0,31,46.17509
-8.0,6,46.18662
109.0,51,46.284228
-3.0,4,46.292738
1131.0,200,46.661988
7.0,5,46.671499
547.0,107,46.864539
23.0,6,46.878034
137.0,74,47.020778
-7.0,1,47.024792
1150.0,200,47.393345
1198.0,200,47.783383
1151.0,200,48.158999
549.0,103,48.334784
1197.0,200,48.70477
-7.0,1,48.709769
1267.0,200,49.111999
-23.0,3,49.115594
3.0,11,49.138704
104.0,18,49.178032
1198.0,200,49.582692
189.0,42,49.646803
0.0,10,49.666944
1046.0,175,50.009822
-2.0,1,50.015743
1210.0,200,50.365982
1173.0,200,50.814795
78.0,34,50.883005
103.0,32,50.939075
1155.0,200,51.304908
1128.0,200,51.695334
1109.0,183,52.029433
887.0,146,52.304692
1107.0,200,52.668919
1109.0,200,53.056622
-8.0,2,53.066162
977.0,169,53.381088
2.0,8,53.397732
21.0,9,53.415521
1142.0,200,53.792136
2.0,6,53.805703
24.0,10,53.820711
6.0,4,53.828229
5.0,6,53.844388
20.0,11,53.870963
13.0,8,53.885504
40.0,5,53.896024
221.0,37,53.96924
131.0,21,54.006395
18.0,3,54.013965
-6.0,2,54.021115
26.0,4,54.028154
1201.0,200,54.392356
931.0,153,54.675691
-8.0,2,54.676692
-27.0,7,54.689225
29.0,8,54.702289
42.0,10,54.721876
30.0,7,54.733428
51.0,18,54.764083
-2.0,1,54.765082
1143.0,200,55.157674
797.0,139,55.417831
1156.0,200,55.779446
110.0,37,55.851222
-7.0,1,55.85224
1030.0,170,56.283187
1156.0,200,56.678659
1225.0,200,57.083074
266.0,50,57.169212
-9.0,1,57.173807
14.0,3,57.175771
691.0,118,57.37851
518.0,89,57.534493
36.0,10,57.557644
-7.0,1,57.558609
119.0,100,57.730798
70.0,26,57.782951
3.0,5,57.793544
14.0,5,57.799578
214.0,42,57.881229
863.0,155,58.196921
463.0,79,58.331939
198.0,186,58.683025
200.0,33,58.744954
1144.0,200,59.125589
12.0,8,59.143711
17.0,8,59.1592
100.0,20,59.202969
-14.0,4,59.212523
10.0,2,59.214559
6.0,6,59.230689
30.0,32,59.293653
33.0,16,59.329284
31.0,13,59.350825
1152.0,200,59.721816
491.0,90,59.874233
1082.0,192,60.247017
1152.0,200,60.605719
1093.0,199,60.985606
207.0,35,61.057678
-4.0,7,61.074798
36.0,11,61.094946
-15.0,1,61.101449
21.0,4,61.109507
-3.0,7,61.121687
42.0,8,61.139381
804.0,132,61.421587
1077.0,200,61.818846
0.0,10,61.846067
1177.0,200,62.22814
987.0,164,62.530024
4.0,3,62.535545
965.0,172,62.869132
1168.0,200,63.253206
-10.0,10,63.267764
1179.0,200,63.636722
1098.0,195,64.021231
1188.0,200,64.400609
462.0,78,64.565021
-2.0,1,64.571574
132.0,142,64.828643
1.0,12,64.848688
178.0,37,64.909834
312.0,64,65.013114
-4.0,8,65.031656
-8.0,2,65.038657
556.0,96,65.21916
70.0,59,65.328054
153.0,27,65.371763
1147.0,200,65.752503
9.0,3,65.760983
221.0,163,66.082544
1210.0,200,66.461957
1129.0,200,66.875013
75.0,15,66.907763
1.0,2,66.909763
1178.0,200,67.314205
1179.0,200,67.682917
1170.0,200,68.062292
1172.0,200,68.437955
277.0,58,68.55357
202.0,36,68.625008
-3.0,4,68.634604
26.0,15,68.665341
15.0,13,68.694975
1.0,2,68.696976
78.0,16,68.731817
1168.0,200,69.178689
934.0,163,69.524581
337.0,56,69.66395
11.0,4,69.669955
16.0,7,69.681625
116.0,92,69.891107
-9.0,1,69.89212
122.0,125,70.155796
1114.0,200,70.608102
1175.0,200,71.075834
161.0,191,71.516301
675.0,125,71.799603
1140.0,200,72.320625
1175.0,200,72.761718
605.0,113,73.013201
439.0,69,73.158731
6.0,9,73.178781
-7.0,1,73.179783
1023.0,182,73.575389
-2.0,1,73.576391
1114.0,200,74.00472
533.0,90,74.186698
-7.0,3,74.194221
1173.0,200,74.574327
1141.0,200,74.947327
530.0,90,75.113373
0.0,11,75.132516
1117.0,200,75.497452
1086.0,200,75.866878
1120.0,200,76.229921
946.0,164,76.525537
1217.0,200,76.904419
1191.0,200,77.317334
1178.0,200,77.735686
-9.0,17,77.779334
1109.0,200,78.190685
1190.0,200,78.549357
52.0,83,78.69804
560.0,95,78.881639
1146.0,200,79.261986
934.0,166,79.565289
67.0,16,79.594883
-2.0,1,79.595883
-18.0,7,79.611902
1174.0,200,79.985955
117.0,25,80.03659
1158.0,200,80.405546
1190.0,200,80.794265
1160.0,200,81.164012
1154.0,200,81.530865
-14.0,8,81.5481
506.0,92,81.713959
1162.0,200,82.099317
569.0,98,82.26903
1186.0,200,82.656114
832.0,138,82.961754
14.0,24,83.011569
35.0,45,83.101234
1181.0,200,83.495233
773.0,135,83.7517
1161.0,200,84.101964
60.0,15,84.130881
316.0,59,84.230725
1155.0,200,84.604885
9.0,3,84.609885
1188.0,200,84.970044
832.0,142,85.229112
1182.0,200,85.607076
1152.0,200,85.982176
547.0,104,86.175204
1132.0,200,86.573215
1120.0,200,86.946104
1050.0,192,87.312763
1003.0,176,87.644319
1187.0,200,88.025497
-8.0,2,88.028498
-8.0,2,88.037069
759.0,130,88.321261
704.0,129,88.571895
-8.0,2,88.57693
1163.0,200,88.974761
177.0,146,89.243229
495.0,86,89.415792
-7.0,3,89.42431
1003.0,169,89.749168
1143.0,200,90.113609
340.0,68,90.248131
1146.0,200,90.622966
168.0,30,90.674244
1176.0,200,91.043015
1223.0,200,91.419418
5.0,6,91.434538
1169.0,200,91.788747
1220.0,200,92.195203
465.0,90,92.405939
1151.0,200,92.813221
39.0,18,92.849684
562.0,94,93.014889
243.0,45,93.112985
630.0,118,93.341282
1067.0,181,93.718622
-7.0,1,93.723143
1126.0,200,94.118559
104.0,32,94.17436
242.0,44,94.261521
695.0,125,94.50107
1103.0,200,94.891829
152.0,30,94.941453
42.0,9,94.963839
1106.0,200,95.357424
1.0,11,95.375006
1092.0,185,95.731179
1126.0,200,96.12211
1187.0,200,96.499242
58.0,33,96.560184
1224.0,200,96.920804
481.0,87,97.075775
259.0,50,97.169335
9.0,3,97.177859
513.0,87,97.34468
309.0,54,97.448808
-6.0,4,97.457396
1145.0,200,97.812207
266.0,52,97.913656
19.0,9,97.92616
54.0,20,97.969241
1045.0,176,98.259778
38.0,16,98.28655
-2.0,1,98.29315
-7.0,1,98.294147
396.0,81,98.427928
