#{"t_start": 1775123410.7740228, "env_id": "None"}
r,l,t
13.0,4,11.487386
11.0,5,11.492387
-12.0,2,11.494903
13.0,8,11.502958
-15.0,9,11.511518
-8.0,4,11.516034
-9.0,1,11.51705
392.0,200,11.710377
496.0,200,11.893292
-15.0,1,11.894838
138.0,47,11.938618
-1.0,2,11.940618
0.0,10,11.951151
29.0,14,11.963675
-15.0,1,11.964675
5.0,9,11.973209
131.0,39,12.009946
25.0,10,12.019507
0.0,16,12.034094
-11.0,10,12.042678
20.0,11,12.053191
56.0,27,12.077925
31.0,20,12.097498
135.0,48,12.141744
165.0,48,12.186457
-19.0,11,12.196511
7.0,13,12.209048
20.0,21,12.229108
-12.0,2,12.232101
-3.0,5,12.236608
163.0,59,12.291265
426.0,166,15.096032
265.0,111,15.241826
75.0,24,15.270435
530.0,200,15.490249
0.0,1,15.491249
127.0,51,15.548962
85.0,47,15.596111
5.0,8,15.604134
68.0,24,15.629708
-15.0,3,15.633706
-9.0,8,15.642242
139.0,47,15.689051
11.0,6,15.694687
22.0,16,15.711864
-7.0,1,15.712865
28.0,8,15.721459
-9.0,1,15.722464
12.0,6,15.729017
-5.0,2,15.731017
-8.0,11,15.742602
214.0,72,15.813025
-5.0,7,15.819551
367.0,155,15.970003
2.0,8,15.977527
69.0,27,16.003282
-15.0,10,16.012896
30.0,6,16.01946
197.0,50,16.066131
196.0,69,16.130043
170.0,54,16.180804
-13.0,7,16.18631
207.0,49,16.234107
214.0,92,16.320488
216.0,112,16.423656
0.0,9,16.432189
-9.0,1,16.433188
148.0,40,16.470494
34.0,24,16.492665
72.0,34,16.524001
16.0,9,16.532582
-14.0,3,16.536091
140.0,48,16.582418
-11.0,13,16.59354
273.0,66,16.654913
-9.0,1,16.65591
365.0,150,16.794575
-4.0,3,16.798107
44.0,23,16.819899
258.0,85,16.8971
169.0,36,16.928918
-18.0,2,16.930881
50.0,18,16.947926
-5.0,6,16.952934
480.0,200,19.732483
306.0,74,19.830322
226.0,53,19.894041
-9.0,1,19.895052
199.0,63,19.96828
-2.0,6,19.974276
-9.0,1,19.975782
264.0,97,20.081996
657.0,200,20.29053
-9.0,12,20.303615
267.0,70,20.373527
320.0,85,20.45616
8.0,20,20.474702
-2.0,15,20.489761
-19.0,8,20.497828
-15.0,3,20.501827
-9.0,16,20.516885
59.0,19,20.535925
211.0,63,20.59969
-15.0,5,20.60369
-9.0,1,20.60469
0.0,1,20.606198
-8.0,3,20.609218
-7.0,5,20.614218
144.0,56,20.667583
125.0,32,20.698866
312.0,148,20.839463
-12.0,2,20.84146
-15.0,6,20.848032
-9.0,1,20.84903
175.0,68,20.911975
557.0,200,21.093519
86.0,49,21.14141
7.0,4,21.145926
12.0,14,21.158552
266.0,82,21.234716
165.0,67,21.298145
687.0,200,21.485864
-4.0,3,21.488906
8.0,4,21.492907
551.0,200,21.678239
213.0,53,24.419224
-12.0,5,24.426725
51.0,16,24.446773
-12.0,25,24.486888
-5.0,3,24.4919
1.0,2,24.494898
3.0,8,24.506451
-6.0,22,24.540113
-10.0,11,24.553643
-9.0,1,24.554642
97.0,24,24.584215
9.0,5,24.589718
-16.0,11,24.602764
609.0,200,24.824389
5.0,5,24.830921
-4.0,4,24.834921
339.0,87,24.925897
260.0,72,24.998883
712.0,200,25.19413
-18.0,2,25.198272
9.0,3,25.201271
163.0,33,25.234472
6.0,12,25.246509
-9.0,1,25.247519
76.0,26,25.272584
247.0,50,25.321759
17.0,7,25.329288
204.0,52,25.381943
1.0,2,25.383944
729.0,200,25.574301
12.0,8,25.583829
563.0,178,25.749014
-6.0,2,25.751052
286.0,71,25.819139
5.0,3,25.82214
48.0,29,25.849693
-7.0,7,25.8562
6.0,30,25.884255
250.0,75,25.954477
451.0,113,26.059826
5.0,7,26.066371
337.0,72,26.134021
314.0,81,26.208899
-1.0,8,26.216412
373.0,100,26.310959
4.0,7,26.317443
478.0,116,26.42712
-7.0,5,29.020401
416.0,110,29.179922
-9.0,1,29.180923
-6.0,2,29.182922
88.0,24,29.212033
-9.0,1,29.214038
10.0,36,29.257605
60.0,16,29.278219
778.0,200,29.502685
356.0,80,29.588674
58.0,15,29.603723
-10.0,1,29.604723
62.0,19,29.624806
135.0,35,29.660114
512.0,105,29.766546
235.0,61,29.825827
853.0,200,30.019882
822.0,200,30.209535
-7.0,4,30.213534
9.0,3,30.216078
7.0,3,30.21909
296.0,72,30.286583
-8.0,17,30.30212
280.0,69,30.367532
821.0,200,30.553907
-8.0,4,30.557431
-9.0,1,30.55846
189.0,51,30.606592
105.0,26,30.630666
858.0,183,30.798599
444.0,92,30.882026
0.0,17,30.89825
-9.0,5,30.902246
494.0,109,31.006417
132.0,36,31.040011
110.0,34,31.071592
802.0,200,33.864757
1.0,2,33.869299
-10.0,3,33.8733
30.0,8,33.883866
-1.0,2,33.886413
-13.0,3,33.890453
332.0,76,33.981697
5.0,8,33.991235
-11.0,13,34.00751
-8.0,5,34.013507
10.0,6,34.02102
828.0,173,34.210836
453.0,98,34.313978
-1.0,8,34.322568
285.0,57,34.380801
525.0,130,34.51109
-13.0,10,34.520618
32.0,12,34.533152
3.0,4,34.536669
-14.0,2,34.539704
17.0,9,34.548299
301.0,61,34.608031
-14.0,11,34.619532
191.0,46,34.664611
-5.0,3,34.667145
-12.0,9,34.676144
606.0,115,34.785981
830.0,187,34.964164
-19.0,17,34.979891
946.0,200,35.16701
-10.0,2,35.170045
818.0,189,35.346158
-4.0,3,35.349174
566.0,135,35.474339
173.0,39,35.512057
828.0,195,35.692784
-13.0,1,35.693784
626.0,122,38.291175
417.0,82,38.392979
253.0,53,38.453675
1038.0,200,38.703328
-7.0,2,38.70634
14.0,6,38.71587
6.0,25,38.744445
232.0,46,38.800368
3.0,6,38.808451
1034.0,200,39.039263
1.0,5,39.046263
1032.0,200,39.273324
438.0,99,39.376726
932.0,200,39.573919
532.0,106,39.677079
3.0,4,39.681114
-8.0,8,39.688699
481.0,97,39.782179
-3.0,4,39.785179
676.0,156,39.930465
738.0,131,40.052331
-16.0,12,40.063862
322.0,61,40.120599
7.0,4,40.1246
749.0,168,40.280734
828.0,166,42.899738
-6.0,8,42.9138
683.0,132,43.076117
-1.0,12,43.090672
11.0,28,43.120771
520.0,109,43.240741
1079.0,200,43.443368
-5.0,3,43.447928
-1.0,14,43.461471
634.0,125,43.584679
907.0,186,43.767359
858.0,169,43.92718
-7.0,10,43.936752
991.0,200,44.123896
352.0,81,44.202245
615.0,114,44.323334
-1.0,10,44.334861
-9.0,3,44.338382
932.0,192,44.543729
593.0,127,44.669299
-7.0,1,44.670299
937.0,200,44.862217
1049.0,200,47.573193
-7.0,1,47.574193
-4.0,2,47.576701
1.0,14,47.592256
129.0,36,47.631886
9.0,3,47.635886
31.0,13,47.649913
845.0,156,47.816124
1082.0,200,48.018786
573.0,102,48.115954
-9.0,1,48.117
965.0,200,48.311474
7.0,3,48.314471
765.0,149,48.454748
306.0,61,48.510241
-13.0,2,48.512239
1140.0,200,48.698627
-7.0,13,48.711157
-12.0,4,48.715153
1023.0,186,48.884759
923.0,168,49.041842
-7.0,6,49.04838
2.0,6,49.054379
203.0,44,49.106189
1119.0,200,49.3351
543.0,102,49.462812
23.0,63,52.572079
-5.0,3,52.579634
4.0,15,52.617342
-13.0,14,52.656002
-7.0,2,52.660369
66.0,17,52.682441
22.0,7,52.691981
360.0,72,52.782693
323.0,65,52.859234
1078.0,200,53.082129
31.0,7,53.089718
1086.0,200,53.29696
12.0,23,53.321536
935.0,167,53.508187
-3.0,28,53.549331
-10.0,2,53.551335
1020.0,184,53.739574
-9.0,1,53.741609
-10.0,1,53.742607
-18.0,2,53.744609
1113.0,200,53.942537
345.0,66,54.006544
17.0,29,54.03461
-10.0,1,54.036125
437.0,87,54.125958
-1.0,15,54.143035
1111.0,200,54.3569
-9.0,1,54.357901
1013.0,200,54.596113
1043.0,200,57.467296
-7.0,10,57.484828
17.0,24,57.523518
-19.0,10,57.542607
-10.0,9,57.558688
876.0,179,57.78699
1.0,2,57.78899
-8.0,10,57.799552
-10.0,1,57.80055
1061.0,200,58.01418
698.0,134,58.151346
-10.0,3,58.154343
1187.0,200,58.346677
-11.0,9,58.356199
-19.0,9,58.365215
148.0,31,58.394875
-8.0,3,58.398462
683.0,124,58.517209
472.0,94,58.606571
1068.0,200,58.791443
1060.0,200,58.979811
1056.0,200,59.167964
682.0,116,59.277656
1146.0,200,59.461035
14.0,26,59.48516
1157.0,200,62.542435
-10.0,2,62.544433
-2.0,1,62.547001
392.0,73,62.633752
510.0,95,62.74452
1.0,6,62.751057
1096.0,200,62.970463
566.0,113,63.086666
1120.0,200,63.288111
-9.0,9,63.296628
475.0,91,63.384951
598.0,108,63.486072
639.0,116,63.595987
1108.0,200,63.782562
-13.0,3,63.786107
-12.0,3,63.788155
1167.0,200,63.974661
1155.0,200,64.163042
796.0,139,64.290157
4.0,21,64.308212
87.0,25,64.331264
-1.0,11,64.34079
-17.0,9,64.349318
1171.0,200,67.258363
395.0,70,67.339122
-16.0,8,67.347642
1165.0,200,67.568072
1121.0,200,67.789777
0.0,5,67.794776
1163.0,200,68.002091
60.0,10,68.013154
-10.0,3,68.016152
399.0,67,68.082881
-9.0,17,68.099048
347.0,65,68.163741
1052.0,199,68.359043
1075.0,200,68.546213
-9.0,8,68.553797
1125.0,200,68.738908
1066.0,187,68.912964
-9.0,1,68.914964
501.0,87,68.99602
568.0,103,69.093387
1062.0,200,71.853009
618.0,103,71.997437
913.0,161,72.22458
-6.0,2,72.227118
-15.0,12,72.242649
233.0,45,72.293253
1144.0,200,72.560206
1196.0,200,72.820229
646.0,124,72.955037
258.0,49,73.011971
1106.0,200,73.256075
229.0,42,73.301728
1154.0,200,73.574019
991.0,200,73.821267
1163.0,200,74.119861
1181.0,200,77.286076
764.0,142,77.502953
-1.0,2,77.505953
1169.0,200,77.732747
1088.0,200,77.941416
-10.0,1,77.942417
-10.0,6,77.948947
0.0,3,77.951947
-10.0,2,77.953947
1166.0,200,78.153993
-9.0,1,78.154993
1119.0,200,78.349932
747.0,128,78.469131
660.0,130,78.590773
724.0,138,78.719962
1143.0,200,78.903141
251.0,50,78.948541
1098.0,200,79.1344
225.0,45,79.178032
1172.0,200,82.429449
161.0,31,82.509845
-4.0,2,82.515871
1217.0,200,82.872021
-8.0,17,82.899168
-2.0,1,82.902164
-12.0,14,82.922767
1120.0,200,83.240594
1172.0,200,83.482281
1129.0,200,83.695302
4.0,3,83.698891
1158.0,200,83.899792
1210.0,200,84.117136
1178.0,200,84.352461
1141.0,200,84.597497
545.0,102,84.731524
474.0,74,84.822893
21.0,7,84.831427
-15.0,5,84.837964
1122.0,200,87.936352
714.0,126,88.127495
1192.0,200,88.348989
1178.0,200,88.559702
-13.0,15,88.574233
32.0,8,88.582761
1185.0,200,88.780221
-13.0,16,88.79726
4.0,3,88.800268
1196.0,200,88.988156
1134.0,200,89.175046
1138.0,200,89.366151
1176.0,200,89.556167
-10.0,15,89.570849
1036.0,174,89.732697
-7.0,19,89.750752
14.0,3,89.753751
-11.0,29,89.780336
1123.0,200,89.960214
561.0,101,92.52174
9.0,3,92.528285
769.0,130,92.723293
1125.0,200,92.956172
-18.0,8,92.965221
-5.0,18,92.984403
-8.0,11,92.996539
1091.0,195,93.197646
391.0,78,93.277635
-5.0,9,93.286155
919.0,155,93.444422
1.0,2,93.44698
5.0,24,93.471096
-9.0,18,93.490181
720.0,122,93.697045
1112.0,200,94.125891
1146.0,200,94.502194
1201.0,200,94.84486
338.0,68,94.953335
-9.0,5,94.962878
1187.0,200,95.301607
518.0,87,95.460257
1128.0,200,99.383132
-9.0,10,99.397212
1168.0,200,99.661978
643.0,114,99.807798
302.0,55,99.876921
-10.0,2,99.878914
1165.0,200,100.111229
1193.0,200,100.323486
1111.0,200,100.537016
-6.0,14,100.5516
1178.0,200,100.748231
1188.0,200,100.947759
1177.0,200,101.143177
336.0,60,101.198643
-9.0,2,101.200612
1218.0,200,101.391426
1202.0,200,104.557869
-9.0,10,104.569376
473.0,82,104.665213
1.0,2,104.66777
2.0,8,104.6773
-10.0,29,104.708902
1131.0,200,104.923312
1144.0,200,105.128039
1210.0,200,105.325949
1225.0,200,105.52452
-7.0,20,105.544618
1192.0,200,105.73396
1250.0,200,105.922245
-3.0,20,105.940321
-10.0,12,105.951897
-10.0,15,105.967857
-9.0,2,105.969847
1166.0,200,106.158015
158.0,25,106.18113
-10.0,10,106.190688
-9.0,8,106.19828
1173.0,200,106.39016
-7.0,19,106.408304
1118.0,200,109.361674
331.0,56,109.436308
1252.0,200,109.703048
1210.0,200,109.939995
1.0,5,109.945994
1152.0,200,110.168373
-7.0,2,110.170376
1210.0,200,110.378871
795.0,134,110.513135
-10.0,2,110.516174
100.0,20,110.534316
1163.0,200,110.738023
1198.0,200,110.938514
-5.0,24,110.961693
1180.0,200,111.151974
1192.0,200,111.341234
1212.0,200,115.106499
1174.0,200,115.338325
-10.0,10,115.350738
-4.0,2,115.353737
1175.0,200,115.562604
-9.0,1,115.56461
-8.0,15,115.57875
-7.0,1,115.580726
-9.0,5,115.586296
-10.0,4,115.590315
1248.0,200,115.789517
-10.0,13,115.803107
-15.0,41,115.842468
1211.0,200,116.033197
1.0,2,116.035194
-7.0,1,116.036196
141.0,26,116.060869
1.0,7,116.067386
1156.0,200,116.257541
1196.0,200,116.443212
1127.0,200,116.628551
1193.0,200,116.80773
1166.0,200,119.473862
430.0,70,119.592039
858.0,148,119.770061
1194.0,200,119.986784
311.0,57,120.046714
1123.0,200,120.246231
-7.0,1,120.247239
1206.0,200,120.441072
773.0,126,120.56022
-10.0,3,120.563222
-10.0,7,120.570779
14.0,3,120.573778
1218.0,200,120.761857
1190.0,200,120.950668
267.0,49,120.997298
9.0,3,121.000307
1244.0,200,121.187716
-10.0,5,121.192725
1080.0,191,121.376119
-12.0,18,121.393195
-9.0,20,121.412253
1.0,6,121.418303
-9.0,16,121.43283
-15.0,9,121.441355
-7.0,1,121.442355
229.0,39,121.480496
