#{"t_start": 1775121232.9489343, "env_id": "None"}
r,l,t
869.0,148,20.82345
13.0,19,20.86254
3.0,4,20.868536
-2.0,1,20.869538
1.0,2,20.875062
199.0,38,20.94427
1141.0,192,21.299533
506.0,86,21.478114
411.0,72,21.629502
1163.0,200,22.028376
2.0,3,22.0369
1145.0,200,22.463887
6.0,2,22.466888
1106.0,200,23.085389
71.0,14,23.138104
881.0,161,23.564282
45.0,84,23.758679
285.0,51,23.874742
1148.0,200,24.314483
1098.0,200,24.765606
308.0,55,24.902714
16.0,7,24.923768
1158.0,200,25.359816
168.0,200,25.757943
116.0,108,25.955202
1198.0,200,26.308733
1111.0,200,26.732562
-9.0,1,26.733562
15.0,25,26.781991
573.0,103,26.966022
1149.0,200,27.433532
1176.0,200,27.886552
-2.0,1,27.895093
-2.0,1,27.896091
1220.0,200,28.329481
1135.0,200,28.810166
86.0,96,29.073144
216.0,200,29.499467
202.0,36,29.573724
5.0,6,29.58075
-9.0,1,29.585757
-7.0,2,29.587757
1085.0,200,29.984362
1210.0,200,30.401209
-5.0,5,30.411733
1148.0,200,30.765481
650.0,112,30.97578
1177.0,200,31.355679
-2.0,1,31.364193
24.0,34,31.43017
1163.0,200,31.82315
1055.0,185,32.19448
1145.0,200,32.615602
5.0,3,32.622185
-7.0,2,32.627189
93.0,16,32.655965
-15.0,1,32.657964
2.0,5,32.664555
63.0,55,32.757241
1117.0,200,33.136306
923.0,164,33.515715
1083.0,200,33.901367
566.0,99,34.09133
-4.0,7,34.098341
311.0,55,34.222991
155.0,148,34.52772
185.0,192,34.862132
23.0,6,34.879158
11.0,3,34.881759
199.0,33,34.948074
164.0,30,35.000965
1.0,2,35.008013
-7.0,1,35.009557
1224.0,200,35.399723
1213.0,200,35.832437
1138.0,200,36.265449
-8.0,2,36.267452
1178.0,200,36.679518
557.0,99,36.881466
1166.0,200,37.328154
-15.0,1,37.329665
1223.0,200,37.824962
87.0,19,37.872747
42.0,34,37.947805
-7.0,1,37.948806
-8.0,2,37.950313
1141.0,200,38.358392
1126.0,200,38.818095
-8.0,2,38.824636
1164.0,200,39.203456
1110.0,200,39.6088
876.0,149,39.891334
1022.0,186,40.227439
37.0,20,40.263467
34.0,7,40.27306
1180.0,200,40.653488
-15.0,3,40.658488
1106.0,200,41.028272
1180.0,200,41.443347
67.0,14,41.472094
361.0,67,41.585855
215.0,34,41.662077
0.0,1,41.662077
198.0,200,42.033448
1166.0,200,42.406414
24.0,8,42.42057
7.0,5,42.427609
-9.0,1,42.433109
1.0,4,42.439619
1148.0,200,42.793179
75.0,92,42.950494
892.0,158,43.248026
1255.0,200,43.639463
140.0,25,43.688101
831.0,141,44.008222
1143.0,200,44.472226
931.0,156,44.803196
1160.0,200,45.191211
1203.0,200,45.582793
-4.0,6,45.593909
-11.0,9,45.610054
134.0,23,45.657323
-7.0,1,45.658322
-7.0,12,45.682009
1141.0,200,46.07534
1188.0,200,46.448421
1132.0,200,47.071496
1163.0,200,47.478222
-7.0,13,47.511059
214.0,200,47.89215
46.0,77,48.044251
1.0,2,48.047215
1136.0,200,48.455429
-4.0,2,48.461035
-12.0,2,48.462062
-4.0,5,48.476558
1152.0,200,48.841913
1159.0,200,49.265181
1156.0,200,49.681908
-9.0,1,49.682909
122.0,135,49.935251
1193.0,200,50.312361
1190.0,200,50.674464
-6.0,5,50.68099
-2.0,8,50.694076
-7.0,3,50.700611
1128.0,200,51.078761
985.0,163,51.386286
60.0,10,51.409536
121.0,26,51.461249
1255.0,200,51.81984
1149.0,200,52.202229
1178.0,200,52.584517
179.0,200,52.94445
480.0,90,53.112988
1130.0,200,53.514632
732.0,135,53.784136
609.0,109,53.978486
223.0,40,54.054484
1151.0,200,54.449622
1182.0,200,54.885868
573.0,98,55.085004
1179.0,200,55.458196
-2.0,1,55.464713
-7.0,3,55.466713
1213.0,200,55.850391
1198.0,200,56.225508
210.0,200,56.624399
3.0,26,56.675099
1169.0,200,57.07064
102.0,99,57.281124
114.0,121,57.532057
1198.0,200,57.963837
74.0,13,57.990408
474.0,82,58.152591
608.0,100,58.343462
135.0,159,58.673912
93.0,22,58.728589
64.0,14,58.757157
1.0,11,58.777187
1156.0,200,59.129489
1166.0,200,59.518286
0.0,10,59.541488
-9.0,1,59.543485
14.0,3,59.551999
1131.0,200,60.03493
144.0,30,60.120843
-7.0,3,60.13237
-2.0,8,60.154428
1176.0,200,60.599525
1161.0,200,60.999525
-7.0,1,61.000078
874.0,136,61.292067
-4.0,2,61.299576
1.0,2,61.301625
11.0,12,61.323961
1148.0,200,61.735804
1122.0,200,62.108594
1129.0,200,62.495185
1153.0,200,62.836957
-4.0,5,62.84452
1189.0,200,63.224761
1194.0,200,63.614853
1141.0,200,63.996634
1161.0,200,64.380984
194.0,188,64.735802
-8.0,2,64.741363
1162.0,200,65.135703
433.0,79,65.320918
1161.0,200,65.756874
1234.0,200,66.106437
17.0,11,66.122688
-10.0,2,66.128693
1161.0,200,66.543279
13.0,5,66.552806
1098.0,200,66.923291
489.0,89,67.094574
95.0,99,67.307093
111.0,132,67.572236
1153.0,200,67.956831
1147.0,200,68.331018
18.0,6,68.344555
115.0,127,68.583905
13.0,9,68.60793
1172.0,200,68.972451
1143.0,200,69.349864
-2.0,1,69.350415
220.0,41,69.436309
89.0,90,69.588242
1157.0,200,69.987958
445.0,70,70.115655
1183.0,200,70.563909
1178.0,200,71.038275
48.0,11,71.070019
16.0,26,71.127233
1138.0,200,71.501721
1221.0,200,71.900449
438.0,71,72.043936
-4.0,6,72.056485
77.0,14,72.086191
-9.0,1,72.086191
-7.0,1,72.090711
1211.0,200,72.483335
253.0,41,72.557546
21.0,7,72.569589
-1.0,10,72.589662
-7.0,1,72.589662
1140.0,200,72.936337
1138.0,200,73.301488
1164.0,200,73.692056
6.0,17,73.734873
1180.0,200,74.122988
398.0,67,74.251926
2.0,3,74.257927
832.0,146,74.552331
-13.0,10,74.57239
507.0,92,74.74791
80.0,14,74.773645
1163.0,200,75.133778
173.0,38,75.190975
-13.0,5,75.201604
1146.0,200,75.554747
722.0,138,75.814884
883.0,165,76.195371
-7.0,1,76.196371
851.0,157,76.495665
1146.0,200,76.962366
-15.0,4,76.97391
104.0,22,77.027394
1138.0,200,77.492946
1190.0,200,77.941762
1069.0,187,78.351571
1162.0,200,78.80206
868.0,142,79.115673
-5.0,5,79.127828
1187.0,200,79.578541
1216.0,200,80.01566
1146.0,200,80.475786
7.0,17,80.50436
867.0,153,80.843168
-3.0,11,80.874337
890.0,154,81.183912
1.0,2,81.19044
1194.0,200,81.701837
181.0,31,81.7726
-9.0,2,81.774599
1159.0,200,82.201209
23.0,37,82.265051
575.0,106,82.482177
111.0,21,82.523273
5.0,15,82.560419
36.0,7,82.575056
71.0,16,82.601783
-2.0,1,82.603775
-7.0,3,82.612298
303.0,53,82.705192
1160.0,200,83.115049
-6.0,4,83.122127
10.0,20,83.165298
-2.0,8,83.184357
1160.0,200,83.560503
1160.0,200,83.933242
1166.0,200,84.319837
1183.0,200,84.688562
-8.0,2,84.690114
1124.0,200,85.035257
-2.0,1,85.040782
850.0,145,85.314634
1.0,2,85.316634
1164.0,200,85.686682
846.0,150,85.977033
364.0,65,86.104637
62.0,17,86.128249
1191.0,200,86.516884
490.0,99,86.733755
1180.0,200,87.199649
1196.0,200,87.594064
1133.0,200,87.96172
-8.0,2,87.966719
1160.0,200,88.338076
-2.0,1,88.339621
437.0,80,88.485732
1220.0,200,88.882709
1.0,11,88.907852
1121.0,200,89.27827
0.0,10,89.30095
24.0,41,89.38067
1173.0,200,89.747844
1143.0,200,90.1312
132.0,25,90.180864
-2.0,1,90.181854
1197.0,200,90.548307
-6.0,4,90.556897
40.0,9,90.576975
1157.0,200,90.962257
18.0,28,91.023515
639.0,116,91.257562
14.0,31,91.316838
621.0,111,91.519482
607.0,106,91.717959
70.0,15,91.744159
-5.0,2,91.745159
1133.0,200,92.192213
-7.0,3,92.203743
172.0,31,92.277968
4.0,14,92.309653
-4.0,6,92.325805
1161.0,200,92.708421
1174.0,200,93.085688
280.0,45,93.182114
1145.0,200,93.552328
783.0,139,93.821362
-6.0,4,93.82741
-1.0,9,93.845157
1122.0,200,94.25962
1117.0,200,94.622484
1219.0,200,95.01783
33.0,6,95.030877
1190.0,200,95.41867
-3.0,7,95.427191
279.0,54,95.536354
7.0,17,95.563031
1167.0,200,95.949662
1128.0,200,96.33449
1114.0,200,96.712998
6.0,2,96.72151
-7.0,3,96.724514
0.0,10,96.748231
-8.0,2,96.749738
14.0,24,96.801278
-9.0,1,96.807312
1200.0,200,97.182332
-8.0,2,97.184331
-9.0,1,97.185328
601.0,110,97.438855
0.0,11,97.470528
-9.0,1,97.471531
18.0,21,97.53077
681.0,118,97.849654
754.0,129,98.117362
505.0,89,98.288021
911.0,156,98.594557
373.0,62,98.71675
211.0,43,98.800123
1110.0,200,99.165751
3.0,13,99.191424
925.0,158,99.497806
391.0,65,99.605095
1180.0,200,99.987949
21.0,31,100.054377
930.0,162,100.367989
147.0,26,100.416647
238.0,49,100.514809
9.0,3,100.523306
