#{"t_start": 1775124138.8887954, "env_id": "None"}
r,l,t
-2.0,1,37.219854
47.0,19,37.23591
131.0,45,37.27376
161.0,56,37.322022
415.0,133,37.434577
58.0,106,37.521937
54.0,16,37.53557
9.0,34,37.563871
56.0,22,37.581873
157.0,44,37.618472
-7.0,3,37.620472
209.0,68,37.67545
160.0,55,37.720483
-6.0,3,37.723036
311.0,102,37.806805
-5.0,2,37.808805
595.0,181,37.960037
172.0,43,37.995398
419.0,142,38.115934
-9.0,5,38.120964
343.0,81,38.187586
0.0,15,38.200186
106.0,43,38.236444
-1.0,8,38.242958
-14.0,2,38.244966
17.0,6,38.250474
388.0,95,38.327738
237.0,75,38.393838
-15.0,23,38.414016
-4.0,3,38.416012
-6.0,25,38.437163
-2.0,1,38.43816
644.0,200,38.604664
272.0,88,38.67734
-10.0,5,38.681897
241.0,77,38.745968
-10.0,1,38.747009
112.0,35,38.776142
189.0,52,38.820243
31.0,19,44.483497
755.0,200,44.824755
1.0,2,44.827757
-15.0,1,44.828756
29.0,13,44.844085
314.0,94,44.946086
11.0,30,44.977818
5.0,16,44.992949
-9.0,1,44.994984
44.0,17,45.012014
-9.0,4,45.017026
5.0,25,45.041922
309.0,98,45.149966
-1.0,4,45.154552
-9.0,12,45.169104
87.0,28,45.205213
-3.0,6,45.220748
11.0,24,45.251959
-15.0,1,45.253998
376.0,98,45.366821
-8.0,2,45.36982
605.0,175,45.568912
-6.0,16,45.586723
318.0,108,45.725132
-8.0,4,45.730093
-22.0,4,45.735623
2.0,4,45.739624
126.0,30,45.775904
-13.0,1,45.776904
3.0,5,45.782412
447.0,122,45.939523
-14.0,3,45.947065
63.0,22,45.979686
312.0,102,46.126503
251.0,85,46.237993
-12.0,2,46.240987
517.0,190,46.471951
5.0,11,46.484472
696.0,179,46.704799
28.0,14,46.72184
2.0,7,46.72985
197.0,67,46.804374
-1.0,24,46.830417
39.0,10,46.839935
686.0,200,47.048588
453.0,118,47.180868
132.0,38,47.219064
-13.0,2,47.221573
824.0,200,47.447467
-8.0,21,47.469541
706.0,200,47.688212
-2.0,5,47.694769
-9.0,1,47.695771
454.0,117,47.864416
517.0,148,48.049988
629.0,200,48.317628
740.0,200,48.587817
305.0,81,48.716696
208.0,67,48.831876
-15.0,2,48.836263
10.0,7,48.846386
393.0,87,48.982564
658.0,173,49.204215
99.0,28,49.235814
-10.0,1,49.236851
24.0,21,49.260183
6.0,25,49.286589
303.0,83,49.374868
317.0,92,49.486373
-8.0,3,49.489374
-7.0,9,49.499906
382.0,115,55.68404
-15.0,1,55.686035
516.0,98,55.852685
9.0,5,55.859684
849.0,200,56.090878
234.0,59,56.154988
-9.0,1,56.155987
63.0,16,56.173899
393.0,97,56.27323
-15.0,7,56.280273
-12.0,4,56.284829
-13.0,5,56.289827
798.0,183,56.480902
15.0,16,56.497078
366.0,84,56.581803
496.0,119,56.706113
849.0,199,56.928608
378.0,100,57.032323
890.0,200,57.229587
384.0,97,57.32377
75.0,19,57.341887
-10.0,2,57.343929
87.0,29,57.370584
-15.0,5,57.375158
-9.0,2,57.377158
-4.0,16,57.393189
120.0,31,57.423767
508.0,106,57.520192
109.0,28,57.545903
781.0,198,57.745111
877.0,200,57.938915
641.0,135,58.063493
300.0,64,58.122638
-6.0,5,58.127646
395.0,90,58.216057
269.0,68,58.315828
-11.0,10,58.327413
820.0,200,58.559078
660.0,146,58.707763
-7.0,14,58.721888
-19.0,6,58.728902
152.0,38,58.766171
-9.0,1,58.768169
711.0,200,58.972889
374.0,83,59.072274
-2.0,3,59.086879
6.0,2,59.094368
834.0,200,59.360557
10.0,4,59.36588
400.0,91,59.462795
-20.0,9,59.472936
776.0,200,59.667978
-10.0,11,59.678493
2.0,6,59.684022
-2.0,10,59.69455
459.0,114,59.802635
-10.0,7,59.809635
631.0,153,59.951908
-13.0,1,59.952938
9.0,6,59.958972
346.0,88,64.975403
-15.0,2,64.977403
-8.0,3,64.980403
136.0,29,65.020494
605.0,137,65.209435
-13.0,6,65.215964
-9.0,1,65.217964
477.0,107,65.340514
527.0,110,65.45704
2.0,19,65.476747
-7.0,1,65.477748
674.0,137,65.614074
565.0,115,65.729141
379.0,91,65.815781
878.0,200,66.004683
-15.0,1,66.005683
98.0,23,66.026738
-9.0,4,66.030738
-6.0,2,66.033267
394.0,91,66.120117
-15.0,9,66.128687
983.0,200,66.310542
547.0,126,66.424748
416.0,91,66.507793
353.0,74,66.5751
269.0,56,66.624744
989.0,200,66.805873
930.0,200,66.986058
-3.0,24,67.008627
1.0,2,67.009627
0.0,6,67.015151
422.0,100,67.107445
4.0,14,67.120069
-9.0,1,67.121617
-9.0,2,67.123667
714.0,149,67.302273
146.0,37,67.344411
229.0,46,67.401762
20.0,19,67.428439
3.0,3,67.432963
-9.0,2,67.43696
876.0,200,67.719678
210.0,47,67.783785
469.0,111,67.906697
304.0,69,67.987079
0.0,1,67.989074
489.0,116,68.139985
137.0,34,68.180313
233.0,55,68.238645
325.0,78,68.333089
-10.0,4,68.339095
931.0,200,68.576084
608.0,137,68.726233
-6.0,8,68.736762
933.0,200,68.975158
-2.0,1,68.976156
-14.0,4,68.980179
1.0,2,68.982769
5.0,5,68.98777
373.0,76,69.0677
7.0,30,69.101752
8.0,2,69.10377
980.0,200,69.429245
-9.0,1,69.431761
212.0,44,69.495457
926.0,200,75.56974
62.0,15,75.587313
256.0,59,75.654691
906.0,181,75.845442
35.0,12,75.857939
-15.0,3,75.860939
768.0,166,76.025143
197.0,48,76.078317
495.0,114,76.229018
611.0,135,76.417744
-1.0,4,76.424286
500.0,105,76.549161
-8.0,8,76.557692
683.0,148,76.713644
-10.0,1,76.714653
906.0,200,76.938683
824.0,156,77.119628
7.0,3,77.12318
31.0,10,77.135719
771.0,163,77.31009
-9.0,5,77.316649
-1.0,2,77.319642
-10.0,3,77.323083
493.0,108,77.42992
307.0,67,77.494581
1040.0,200,77.684426
180.0,32,77.714005
-4.0,4,77.718005
734.0,151,77.855271
128.0,26,77.878971
1044.0,200,78.070812
683.0,136,78.243931
38.0,15,78.275538
921.0,200,78.509914
-7.0,1,78.511914
0.0,3,78.515447
490.0,98,78.630464
967.0,200,78.840523
337.0,73,78.914065
846.0,171,79.080665
12.0,5,79.084853
128.0,23,79.107908
-6.0,14,79.122964
981.0,200,79.312879
-7.0,8,79.32084
-9.0,1,79.322347
944.0,200,79.506883
-10.0,4,79.510883
1037.0,200,79.692046
-16.0,10,79.700592
1062.0,200,85.216604
-10.0,2,85.219643
1019.0,200,85.438789
504.0,96,85.535997
525.0,116,85.654064
1031.0,200,85.854243
1045.0,200,86.043727
991.0,200,86.230852
533.0,106,86.329456
773.0,142,86.454165
32.0,10,86.46268
-11.0,13,86.473207
3.0,3,86.476215
611.0,115,86.57582
-1.0,3,86.57882
79.0,15,86.590343
427.0,77,86.660688
6.0,2,86.663245
-9.0,3,86.665815
28.0,10,86.675067
416.0,95,86.762852
143.0,31,86.824079
-9.0,9,86.833605
938.0,200,87.058055
9.0,3,87.062022
-6.0,9,87.070518
-14.0,4,87.075111
-8.0,22,87.099228
1052.0,200,87.303313
979.0,200,87.507831
28.0,8,87.51736
5.0,12,87.528894
713.0,139,87.727016
1009.0,200,87.944188
342.0,70,88.012962
751.0,143,88.149075
298.0,67,88.21058
978.0,200,88.392308
1024.0,200,88.568202
-9.0,4,88.571709
-7.0,1,88.572718
1064.0,199,88.776671
0.0,4,88.780672
1007.0,200,88.98165
733.0,141,89.111621
2.0,3,89.114643
125.0,32,89.144144
-1.0,16,93.781754
6.0,18,93.807793
-9.0,5,93.815314
1020.0,200,94.101677
125.0,24,94.130275
700.0,157,94.32471
266.0,50,94.387466
-9.0,9,94.399001
1027.0,200,94.646296
-9.0,3,94.649335
571.0,101,94.764939
1056.0,200,94.993955
1019.0,200,95.220414
1199.0,200,95.434425
-9.0,12,95.447953
1051.0,200,95.665091
-8.0,18,95.68575
-10.0,6,95.691749
-7.0,10,95.701785
-10.0,3,95.705798
498.0,107,95.818111
1092.0,200,96.016538
-10.0,2,96.018539
12.0,4,96.022058
1043.0,200,96.238047
-16.0,19,96.261856
333.0,73,96.336622
960.0,200,96.528661
569.0,113,96.632202
178.0,32,96.661959
89.0,21,96.680122
1081.0,200,96.857616
-7.0,11,96.867227
684.0,129,96.978684
1061.0,200,97.150918
903.0,160,97.293879
1112.0,200,97.467645
277.0,52,97.512499
-7.0,1,97.513539
-10.0,1,97.513539
413.0,70,97.573592
1031.0,200,97.780596
-8.0,4,97.78579
869.0,167,97.998221
1058.0,200,102.708163
180.0,30,102.751786
631.0,113,102.873633
1.0,2,102.875643
-8.0,13,102.88817
-9.0,4,102.891679
1055.0,200,103.080834
-13.0,14,103.093898
98.0,20,103.111934
15.0,4,103.11596
521.0,93,103.199937
9.0,11,103.209553
1111.0,200,103.382168
256.0,56,103.430403
-2.0,1,103.430403
1060.0,200,103.600908
1058.0,200,103.765642
1071.0,188,103.922507
-13.0,7,103.929518
-8.0,2,103.930547
326.0,56,103.978017
1044.0,200,104.146056
279.0,48,104.186682
186.0,32,104.214305
1087.0,200,104.38201
-6.0,2,104.384025
804.0,148,104.564146
626.0,135,104.713638
-4.0,2,104.715637
1145.0,200,104.920053
1146.0,200,105.109603
2.0,25,105.133865
-8.0,25,105.156918
-9.0,9,105.165442
-9.0,4,105.168958
234.0,47,105.211737
1078.0,200,105.388549
2.0,6,105.394108
-10.0,2,105.396106
569.0,109,105.490793
819.0,157,105.623678
-1.0,2,105.625687
-10.0,2,105.627681
103.0,19,105.642812
694.0,136,105.756589
114.0,18,105.771806
1128.0,200,105.938712
37.0,9,105.946235
1061.0,191,106.107552
-9.0,7,106.115109
-10.0,3,106.118137
-8.0,3,106.120135
-15.0,1,106.121676
1084.0,200,106.289187
1142.0,200,111.157278
464.0,93,111.250432
1007.0,200,111.439109
1131.0,200,111.6178
1.0,2,111.620766
-6.0,2,111.622331
870.0,160,111.762698
327.0,58,111.813855
1106.0,200,111.981837
454.0,86,112.054252
-14.0,7,112.060291
-9.0,4,112.063882
2.0,3,112.066882
1088.0,200,112.234876
62.0,13,112.247039
489.0,96,112.327979
1058.0,200,112.497404
0.0,1,112.498404
52.0,12,112.508935
1115.0,200,112.679026
1126.0,200,112.867455
193.0,39,112.907103
-15.0,1,112.908107
-8.0,6,112.913691
-2.0,1,112.914694
488.0,86,112.997826
1141.0,200,113.208377
1059.0,199,113.420461
0.0,24,113.44421
1125.0,200,113.633676
1064.0,188,113.80617
56.0,12,113.817724
311.0,57,113.867373
386.0,67,113.925106
-8.0,3,113.928105
-10.0,7,113.933634
14.0,3,113.936633
930.0,168,114.082998
832.0,151,114.214709
448.0,87,114.289304
768.0,142,114.41168
654.0,114,114.509903
1122.0,200,114.678656
