#{"t_start": 1775123536.9619246, "env_id": "None"}
r,l,t
3.0,4,5.682854
2.0,4,5.686852
91.0,31,5.718156
-2.0,5,5.723202
-17.0,3,5.726198
23.0,8,5.73438
-11.0,3,5.736386
347.0,200,5.928012
-9.0,1,5.930061
113.0,40,5.971751
-6.0,45,6.014089
2.0,3,6.01709
27.0,17,6.036816
5.0,29,6.066411
10.0,6,6.072973
-5.0,10,6.082556
-9.0,17,6.099636
1.0,5,6.103668
-8.0,7,6.110252
48.0,28,6.137007
90.0,41,6.176359
3.0,2,6.178891
293.0,132,6.302464
-15.0,3,6.305466
259.0,200,6.492603
387.0,200,6.678206
-9.0,1,6.679382
34.0,12,6.692004
-7.0,26,6.715796
-16.0,6,6.721377
-8.0,2,6.723376
0.0,9,6.731965
-9.0,1,6.732958
4.0,15,6.746119
11.0,11,6.756701
257.0,176,6.916796
-1.0,5,6.92338
-7.0,6,6.92838
409.0,200,9.711048
0.0,1,9.713048
-18.0,2,9.715047
1.0,2,9.718047
138.0,39,9.763515
106.0,22,9.791018
343.0,161,9.970702
0.0,7,9.978239
-11.0,8,9.987283
376.0,174,10.171082
144.0,43,10.213422
360.0,200,10.411721
124.0,50,10.459202
-6.0,7,10.466237
36.0,44,10.508123
1.0,5,10.513166
-6.0,5,10.517166
59.0,19,10.535346
87.0,23,10.558582
-2.0,1,10.559586
-4.0,8,10.566585
2.0,3,10.571146
121.0,50,10.618386
0.0,5,10.622969
40.0,14,10.635558
-15.0,1,10.637113
133.0,26,10.661352
485.0,200,10.84545
165.0,58,10.898924
-1.0,4,10.902965
-5.0,6,10.909103
-13.0,1,10.910084
-14.0,2,10.912117
6.0,6,10.917118
94.0,24,10.940411
173.0,47,10.982795
250.0,80,11.057086
-12.0,2,11.05864
-2.0,1,11.060681
17.0,8,11.06668
14.0,9,11.076233
142.0,46,11.119104
-11.0,12,11.129688
-9.0,2,11.131725
84.0,46,11.174608
143.0,64,11.236197
-1.0,9,11.244826
-10.0,1,11.245825
-16.0,2,11.248368
62.0,23,11.271492
118.0,42,11.311687
-18.0,2,11.313684
-9.0,4,11.316681
-1.0,7,11.323233
134.0,30,11.35251
-2.0,8,11.361136
4.0,9,11.369655
27.0,16,11.387175
55.0,36,11.432029
6.0,4,11.436542
119.0,33,11.475798
311.0,136,14.984803
0.0,1,14.985803
-8.0,4,14.993338
12.0,5,15.003855
-9.0,4,15.010372
117.0,37,15.075248
602.0,200,15.360761
-1.0,4,15.368278
-2.0,5,15.375292
220.0,64,15.456505
-12.0,2,15.4591
248.0,76,15.548009
19.0,6,15.555546
9.0,3,15.558062
45.0,17,15.578131
194.0,62,15.64712
5.0,10,15.656709
234.0,87,15.751549
-8.0,2,15.754529
6.0,4,15.76005
-7.0,1,15.762048
-9.0,1,15.763049
29.0,18,15.787361
8.0,10,15.80029
540.0,200,16.045726
-14.0,5,16.05525
5.0,27,16.091203
6.0,12,16.106753
-8.0,2,16.110274
173.0,47,16.171626
-10.0,1,16.172626
50.0,24,16.199369
11.0,16,16.216995
-5.0,2,16.218542
-1.0,16,16.235168
-8.0,3,16.238172
-1.0,2,16.240996
21.0,15,16.259106
2.0,9,16.271704
-20.0,2,16.273705
289.0,114,16.420691
-8.0,2,16.42269
8.0,7,16.431248
6.0,6,16.43725
75.0,51,16.492807
79.0,24,16.518497
31.0,7,16.526546
285.0,130,16.670316
58.0,35,16.708005
8.0,21,16.728209
477.0,194,16.931894
280.0,92,17.024986
435.0,152,17.215906
65.0,24,17.242235
122.0,32,17.274992
177.0,60,17.338403
157.0,48,19.988049
187.0,55,20.094758
303.0,68,20.209813
-1.0,2,20.212807
-3.0,7,20.222334
237.0,51,20.285318
-9.0,1,20.287318
164.0,43,20.337256
210.0,57,20.402554
106.0,32,20.438322
-13.0,1,20.438869
-9.0,5,20.444496
134.0,48,20.496371
1.0,4,20.501736
8.0,2,20.503734
8.0,14,20.518867
285.0,83,20.607157
38.0,18,20.626334
13.0,7,20.632915
220.0,55,20.689587
-18.0,4,20.693617
228.0,65,20.759103
264.0,63,20.822591
175.0,53,20.8737
55.0,21,20.893863
70.0,18,20.910996
186.0,59,20.969882
79.0,22,20.990053
6.0,8,20.998597
237.0,100,21.095502
281.0,66,21.158105
550.0,200,21.346296
257.0,80,21.420229
181.0,51,21.467141
45.0,25,21.490892
130.0,46,21.533236
-9.0,2,21.53523
-9.0,2,21.53723
-10.0,12,21.547012
6.0,25,21.571774
366.0,116,21.679373
599.0,200,21.864777
-5.0,6,21.870393
249.0,60,21.926274
219.0,74,21.991979
202.0,51,22.037307
242.0,64,22.095371
5.0,19,24.665301
-10.0,1,24.667295
770.0,200,24.94738
324.0,104,25.065495
237.0,84,25.15431
58.0,15,25.171384
1.0,16,25.192474
-8.0,2,25.194474
375.0,87,25.297213
-9.0,1,25.29872
752.0,200,25.529863
542.0,180,25.715165
-10.0,2,25.717165
64.0,25,25.742595
-6.0,2,25.743591
193.0,46,25.79012
657.0,200,26.039103
282.0,80,26.129856
-7.0,3,26.134887
-1.0,4,26.139446
-2.0,15,26.159199
-9.0,1,26.16023
6.0,14,26.176814
336.0,98,26.290448
283.0,84,26.38019
463.0,118,26.505026
229.0,52,26.556507
317.0,69,26.627432
653.0,200,26.824796
-17.0,3,26.826796
398.0,112,26.935387
-14.0,10,26.945646
-2.0,22,29.412697
-14.0,2,29.416702
441.0,92,29.560009
11.0,7,29.570261
318.0,68,29.654602
380.0,92,29.761923
546.0,132,29.904285
341.0,76,29.98459
297.0,63,30.048212
132.0,42,30.089522
513.0,116,30.204308
-9.0,26,30.230862
-7.0,17,30.247967
-2.0,1,30.248508
276.0,69,30.315055
435.0,95,30.408146
10.0,3,30.4117
1.0,11,30.422315
865.0,200,30.635974
287.0,60,30.703552
311.0,74,30.783767
521.0,114,30.898789
114.0,30,30.929571
-1.0,2,30.931607
23.0,33,30.963357
-12.0,14,30.976937
206.0,42,31.017295
247.0,53,31.068744
875.0,200,31.262566
5.0,6,31.268129
798.0,200,31.453736
0.0,3,31.456733
878.0,200,34.118577
570.0,134,34.277293
-7.0,1,34.278294
3.0,29,34.310266
38.0,11,34.321885
931.0,200,34.534421
32.0,16,34.55159
443.0,93,34.645383
206.0,34,34.680297
509.0,114,34.791254
208.0,48,34.837296
328.0,64,34.898911
2.0,6,34.904946
98.0,32,34.935696
9.0,5,34.940291
537.0,96,35.032118
45.0,13,35.044709
-8.0,4,35.049273
808.0,174,35.212641
1035.0,200,35.398117
390.0,82,35.473272
587.0,122,35.588309
-1.0,2,35.589325
869.0,200,35.781126
-6.0,2,35.784126
528.0,133,35.926367
356.0,80,36.015347
107.0,26,36.04203
254.0,60,38.569575
538.0,101,38.718559
106.0,17,38.738159
953.0,200,38.964281
987.0,200,39.170414
-10.0,3,39.17441
3.0,4,39.178409
528.0,108,39.288739
929.0,200,39.4847
635.0,141,39.6237
865.0,177,39.788286
355.0,87,39.870083
499.0,91,39.954612
863.0,187,40.128315
130.0,30,40.155102
21.0,17,40.171797
414.0,79,40.243937
0.0,9,40.252535
145.0,36,40.285871
4.0,4,40.290454
-2.0,1,40.291454
161.0,32,40.32109
137.0,29,40.348796
416.0,90,40.431314
925.0,188,43.13825
-10.0,4,43.144265
272.0,56,43.232216
-10.0,1,43.233217
1009.0,200,43.476416
4.0,3,43.480004
462.0,101,43.59118
599.0,122,43.720236
492.0,104,43.823585
1.0,6,43.83118
-6.0,11,43.841782
-2.0,1,43.842785
-6.0,23,43.866522
0.0,9,43.87611
-2.0,17,43.893273
18.0,6,43.899858
-11.0,8,43.906861
1023.0,200,44.102658
127.0,31,44.133343
487.0,93,44.223128
123.0,32,44.253484
-10.0,2,44.255483
1062.0,200,44.441436
59.0,18,44.45946
613.0,133,44.580756
-3.0,4,44.584752
1.0,2,44.586753
997.0,200,44.771473
928.0,200,44.956521
299.0,71,45.022094
993.0,200,47.878213
466.0,94,48.031412
581.0,125,48.176496
1.0,3,48.180089
49.0,13,48.195581
-9.0,2,48.198091
1002.0,200,48.415781
1023.0,200,48.618064
-8.0,22,48.638793
1047.0,200,48.83004
2.0,5,48.836037
286.0,53,48.885578
991.0,200,49.071469
89.0,21,49.091635
930.0,183,49.259452
424.0,90,49.343292
-9.0,1,49.344291
1.0,2,49.347254
-4.0,2,49.348834
447.0,97,49.439404
980.0,180,49.605833
160.0,34,49.636578
454.0,87,49.719306
1041.0,200,52.546265
177.0,36,52.604134
361.0,73,52.724942
1066.0,200,52.956953
316.0,58,53.01908
933.0,194,53.222534
1064.0,200,53.4244
-10.0,3,53.427401
1031.0,200,53.619349
165.0,32,53.65014
-9.0,1,53.651137
-9.0,1,53.652137
1053.0,200,53.838434
1061.0,200,54.02439
821.0,152,54.168172
137.0,28,54.194459
-13.0,26,54.218184
63.0,19,54.235772
1031.0,200,54.421701
904.0,200,54.608223
547.0,116,57.954348
0.0,1,57.95635
1066.0,200,58.343016
977.0,200,58.658251
1110.0,200,58.930521
1103.0,200,59.184068
1.0,2,59.18706
-13.0,5,59.193592
286.0,57,59.257084
1000.0,200,59.470364
1102.0,200,59.66949
0.0,18,59.686692
298.0,59,59.743177
1053.0,200,59.933989
1141.0,200,60.143895
28.0,11,60.156464
-4.0,30,60.186728
1144.0,200,63.703927
-8.0,15,63.728579
-9.0,19,63.758296
371.0,70,63.875058
812.0,140,64.042717
-7.0,34,64.080623
998.0,200,64.299728
991.0,200,64.501594
1042.0,198,64.693177
-6.0,2,64.695175
526.0,106,64.798286
923.0,164,64.949562
6.0,2,64.95159
372.0,70,65.016613
1092.0,200,65.203416
1096.0,200,65.390745
-7.0,1,65.392758
1118.0,200,65.579465
-7.0,1,65.581474
1047.0,200,68.392534
-10.0,2,68.395533
1124.0,200,68.675613
1075.0,200,68.895988
2.0,3,68.899549
1056.0,200,69.107046
676.0,133,69.242879
266.0,46,69.285794
-12.0,3,69.289355
375.0,66,69.352753
-14.0,6,69.358295
400.0,78,69.43282
539.0,103,69.531681
-14.0,8,69.539232
22.0,41,69.576705
978.0,200,69.760519
14.0,20,69.778672
1061.0,200,69.962768
644.0,115,70.069675
-2.0,1,70.07071
662.0,122,70.191497
283.0,55,70.242386
178.0,34,70.274121
-8.0,8,70.28222
10.0,5,70.286273
501.0,94,70.374033
1099.0,200,73.036593
602.0,106,73.172882
709.0,133,73.32071
157.0,29,73.355415
-4.0,2,73.358409
1.0,2,73.359994
29.0,32,73.398175
-7.0,1,73.399691
523.0,100,73.514292
1153.0,200,73.738507
1072.0,183,73.923727
784.0,152,74.072043
1063.0,200,74.266209
1060.0,200,74.454258
1018.0,200,74.638306
-14.0,4,74.642319
1113.0,200,74.825705
-1.0,8,74.834297
1123.0,200,77.705291
1109.0,200,78.052078
-10.0,5,78.060616
1077.0,200,78.3828
786.0,149,78.582021
1120.0,200,78.905778
1027.0,200,79.240496
3.0,20,79.269289
1084.0,200,79.608765
738.0,154,79.815941
12.0,35,79.868291
-7.0,7,79.879361
-15.0,3,79.884366
72.0,15,79.903679
1049.0,200,80.131248
1073.0,200,80.385962
1179.0,200,80.595742
55.0,15,80.612916
1122.0,200,83.932477
1104.0,200,84.175064
-10.0,3,84.178571
-10.0,2,84.181592
-13.0,7,84.190223
1089.0,200,84.428259
-18.0,6,84.435304
-2.0,1,84.436304
958.0,159,84.600385
7.0,13,84.612967
-10.0,19,84.632154
475.0,88,84.720027
1174.0,200,84.914262
546.0,99,85.01058
-2.0,1,85.011576
1184.0,200,85.204216
1063.0,200,85.3899
601.0,111,85.492348
-6.0,2,85.494891
1179.0,200,85.678657
248.0,41,85.716079
21.0,7,85.722669
-9.0,10,85.733257
496.0,95,85.820706
1142.0,200,88.518411
-4.0,21,88.543201
0.0,3,88.547235
71.0,15,88.564434
-9.0,9,88.574958
-8.0,12,88.588096
-11.0,16,88.605736
268.0,52,88.664261
1236.0,200,88.872153
-1.0,2,88.874152
24.0,40,88.915841
333.0,61,88.976278
1106.0,200,89.175728
1139.0,200,89.372892
324.0,59,89.434321
1089.0,200,89.653268
8.0,50,89.704436
14.0,8,89.712984
5.0,16,89.728118
592.0,105,89.830956
-2.0,1,89.831955
760.0,143,89.969275
417.0,81,90.047134
936.0,166,90.202581
1048.0,200,90.38814
-5.0,15,92.824117
1156.0,200,93.110206
7.0,3,93.113206
770.0,140,93.268953
1092.0,200,93.47546
1054.0,200,93.675699
1092.0,200,93.867476
923.0,174,94.028593
-2.0,1,94.029595
6.0,2,94.031628
1123.0,200,94.216992
1156.0,200,94.403162
1123.0,200,94.589409
-6.0,2,94.591413
-8.0,24,94.615141
1118.0,200,94.830693
-9.0,16,94.848807
574.0,111,97.450249
-2.0,1,97.452245
-9.0,6,97.458748
239.0,39,97.52109
1046.0,200,97.769412
-9.0,2,97.772423
1153.0,200,97.982396
560.0,101,98.083536
136.0,28,98.111482
1.0,11,98.123656
66.0,12,98.135232
179.0,33,98.166982
-2.0,1,98.168526
-10.0,3,98.171568
1151.0,200,98.365573
53.0,10,98.376164
-10.0,4,98.379723
5.0,19,98.39878
-2.0,3,98.402787
1145.0,200,98.590672
1176.0,200,98.773962
342.0,65,98.834724
1143.0,200,99.018639
984.0,176,99.178125
1156.0,200,99.367057
17.0,7,99.373646
-9.0,2,99.375644
1179.0,200,102.178854
1126.0,200,102.41338
1.0,16,102.431147
1024.0,200,102.640332
-2.0,1,102.641332
6.0,2,102.643332
1156.0,200,102.840844
1177.0,200,103.033451
-10.0,3,103.03745
1211.0,200,103.241321
320.0,59,103.297172
1188.0,200,103.489191
1242.0,200,103.678406
146.0,27,103.703604
1097.0,200,103.891351
787.0,136,104.01973
-9.0,9,104.028312
-8.0,11,104.038912
1095.0,200,106.937194
795.0,143,107.114719
9.0,26,107.148397
-1.0,2,107.151634
423.0,77,107.240692
-4.0,2,107.244692
1229.0,200,107.456935
-10.0,3,107.46154
974.0,173,107.63617
449.0,81,107.715742
1110.0,200,107.905738
-9.0,9,107.914336
305.0,53,107.963868
16.0,21,107.983033
1155.0,200,108.172522
1147.0,200,108.361754
-4.0,2,108.363754
1163.0,200,108.550663
1194.0,200,108.738391
799.0,135,108.862678
1164.0,200,111.706924
1141.0,200,111.926517
-5.0,9,111.936101
1204.0,200,112.141773
184.0,36,112.177521
1140.0,200,112.372308
-5.0,20,112.391433
232.0,42,112.431334
1121.0,200,112.62282
14.0,13,112.634959
1131.0,200,112.817026
2.0,3,112.821615
-7.0,34,112.852954
1171.0,200,113.03809
117.0,22,113.060294
1087.0,200,113.243838
927.0,162,113.395235
-9.0,5,113.399813
781.0,129,116.020893
704.0,123,116.236983
1165.0,200,116.475652
407.0,72,116.555529
1193.0,200,116.773853
251.0,46,116.822506
646.0,106,116.929668
-7.0,1,116.931678
231.0,46,116.976978
438.0,78,117.052242
931.0,171,117.218314
-9.0,1,117.219331
0.0,10,117.228483
4.0,3,117.231525
-3.0,22,117.253362
646.0,105,117.351204
1232.0,200,117.538591
1183.0,200,117.723352
-10.0,6,117.729459
1158.0,200,117.913095
1187.0,200,118.105112
