#{"t_start": 1775123288.6454012, "env_id": "None"}
r,l,t
14.0,8,26.94747
860.0,200,29.841788
-12.0,2,29.845298
827.0,200,30.07067
164.0,47,30.120973
133.0,37,30.159182
-9.0,1,30.160183
206.0,51,30.212387
898.0,200,30.411145
-8.0,6,30.417747
13.0,5,30.422746
-5.0,3,30.425294
-13.0,5,30.431302
-8.0,7,30.437833
791.0,194,30.624389
87.0,35,30.657095
512.0,119,30.76801
-12.0,15,30.782543
-7.0,6,30.788068
625.0,148,30.924618
453.0,101,31.020201
1.0,2,31.022201
787.0,200,31.207921
885.0,200,31.391598
-12.0,9,31.399122
625.0,150,31.538557
607.0,123,31.653654
883.0,200,34.481184
0.0,9,34.491716
447.0,95,34.602798
338.0,63,34.673032
835.0,200,34.883807
61.0,16,34.900018
166.0,46,34.946201
-2.0,5,34.951201
-12.0,10,34.961735
16.0,7,34.969908
802.0,200,35.166647
177.0,42,35.20686
437.0,111,35.31148
-7.0,1,35.31249
73.0,17,35.328572
950.0,200,35.518605
538.0,119,35.626595
-22.0,15,35.640788
927.0,200,35.841348
-13.0,5,35.84693
-7.0,8,35.85447
0.0,3,35.858512
-7.0,9,35.867097
-9.0,6,35.872096
684.0,142,36.006438
-8.0,4,36.010952
-6.0,2,36.012971
904.0,200,36.202547
-9.0,1,36.203547
79.0,21,36.223125
-4.0,3,36.226658
-2.0,1,36.227657
-7.0,2,36.229655
-8.0,18,36.246705
894.0,200,38.998636
13.0,15,39.021231
521.0,116,39.177864
451.0,96,39.289195
-2.0,1,39.291195
256.0,51,39.346931
753.0,159,39.517719
1037.0,200,39.721835
597.0,130,39.847293
-14.0,29,39.875868
354.0,72,39.944749
662.0,143,40.079871
1018.0,200,40.267431
1003.0,200,40.454745
-18.0,2,40.457763
453.0,111,40.56156
399.0,88,40.643667
-18.0,18,40.660722
3.0,19,40.679791
-9.0,2,40.682791
344.0,69,40.747312
996.0,200,40.929162
107.0,19,40.947222
-1.0,8,43.395592
658.0,128,43.59279
-6.0,2,43.595293
39.0,8,43.603295
1057.0,200,43.827672
1040.0,200,44.028945
117.0,24,44.053035
-18.0,8,44.062567
645.0,132,44.20005
481.0,99,44.311239
757.0,152,44.481644
1008.0,200,44.68294
1.0,2,44.685473
11.0,5,44.690473
1037.0,200,44.88343
-18.0,17,44.900559
1062.0,200,45.09492
-6.0,3,45.097965
-4.0,4,45.101923
2.0,6,45.108475
962.0,200,45.295831
-6.0,31,45.325433
7.0,10,45.334951
1.0,6,45.340956
-1.0,2,45.342951
-13.0,3,45.345464
193.0,40,45.383012
-9.0,1,45.384519
10.0,4,45.387526
535.0,115,45.495648
984.0,200,48.308907
-15.0,7,48.317933
25.0,7,48.325454
839.0,177,48.523773
1059.0,200,48.734932
147.0,24,48.759975
1006.0,200,48.955096
1023.0,200,49.146388
315.0,63,49.206644
-9.0,1,49.207644
994.0,200,49.39282
-10.0,1,49.394783
15.0,4,49.398345
-6.0,14,49.411905
1071.0,200,49.62753
990.0,200,49.843573
-2.0,1,49.845093
-11.0,9,49.854617
-2.0,1,49.855635
1025.0,200,50.04827
62.0,16,50.063802
-9.0,9,50.073329
1057.0,200,52.887267
590.0,110,53.045784
206.0,43,53.095089
1136.0,200,53.31571
151.0,28,53.34497
506.0,93,53.439495
1061.0,200,53.63789
776.0,130,53.764803
-15.0,1,53.765814
-13.0,1,53.766824
-7.0,7,53.773823
1040.0,200,53.963166
1055.0,200,54.147231
263.0,53,54.196856
-2.0,1,54.197855
1095.0,200,54.385256
1101.0,200,54.569318
-4.0,2,54.571318
750.0,144,54.760241
1044.0,200,58.017643
-10.0,4,58.024667
-9.0,5,58.034686
-15.0,1,58.036204
457.0,78,58.158766
-12.0,10,58.173304
1138.0,200,58.409088
-10.0,2,58.412084
1060.0,200,58.618585
681.0,137,58.759447
1103.0,200,58.951677
772.0,147,59.089358
-9.0,3,59.092361
1137.0,200,59.279135
-13.0,7,59.286664
1153.0,200,59.47194
-12.0,30,59.502669
-2.0,31,59.530919
1019.0,200,59.717412
1144.0,200,59.901023
1158.0,200,62.657346
-4.0,2,62.660346
624.0,107,62.859225
-2.0,10,62.877302
165.0,32,62.923034
839.0,142,63.126117
1118.0,200,63.37857
-3.0,19,63.4085
44.0,15,63.429621
1112.0,200,63.679919
1181.0,200,63.928455
1031.0,200,64.19688
1140.0,200,64.453109
-10.0,10,64.463644
1150.0,200,64.718273
1141.0,200,64.958788
-9.0,1,64.959788
-8.0,10,64.974495
1073.0,200,65.200594
1221.0,200,68.635156
1149.0,200,68.88109
-12.0,15,68.897153
1170.0,200,69.104811
1175.0,200,69.306229
-13.0,5,69.312195
-10.0,2,69.313194
-10.0,4,69.318723
1122.0,200,69.516693
1127.0,200,69.706783
1116.0,200,69.892079
-21.0,8,69.899606
953.0,161,70.047009
-15.0,10,70.056539
532.0,100,70.148786
1149.0,200,70.332867
1143.0,200,70.519116
-10.0,5,70.523659
986.0,174,73.270837
315.0,55,73.334806
1140.0,200,73.55337
-10.0,2,73.555909
1154.0,200,73.761698
11.0,27,73.790174
1213.0,200,73.983338
1129.0,200,74.174646
1116.0,200,74.360898
-10.0,11,74.372429
10.0,4,74.375959
-10.0,1,74.376958
-9.0,5,74.382958
1183.0,200,74.567808
-10.0,3,74.571791
1102.0,200,74.761433
202.0,33,74.792163
1162.0,200,74.977371
-10.0,1,74.979369
1126.0,195,77.679011
1242.0,200,77.939371
1.0,2,77.942371
64.0,13,77.956409
1203.0,200,78.170644
1173.0,200,78.372862
918.0,157,78.52687
1000.0,175,78.698678
1175.0,200,78.886575
1107.0,200,79.071335
-10.0,12,79.082866
1088.0,200,79.268288
1.0,2,79.270288
72.0,14,79.283813
1159.0,200,79.47032
1161.0,200,79.732494
-15.0,11,79.744662
-10.0,2,79.746682
1190.0,200,82.615738
227.0,38,82.660625
1212.0,200,82.880633
5.0,31,82.914738
1165.0,200,83.115986
1104.0,200,83.31322
1172.0,200,83.503443
1177.0,195,83.685836
1274.0,200,83.871168
-8.0,6,83.877659
525.0,95,83.965299
-2.0,1,83.966338
1165.0,200,84.156475
1189.0,200,84.340419
-1.0,2,84.342419
-9.0,17,84.35947
1155.0,200,87.124633
1166.0,200,87.360659
1.0,2,87.363689
207.0,42,87.408646
-7.0,2,87.410647
-10.0,3,87.414645
1178.0,200,87.628682
583.0,103,87.735207
1192.0,200,87.938243
1.0,2,87.940243
1181.0,200,88.138411
-13.0,9,88.14694
-12.0,12,88.158471
1145.0,200,88.360932
1089.0,200,88.724239
-9.0,4,88.730861
959.0,163,88.959331
-12.0,5,88.970873
1174.0,200,89.203139
1083.0,200,91.928542
608.0,106,92.10766
934.0,161,92.338623
-10.0,3,92.342624
-10.0,6,92.35013
1226.0,200,92.596006
-10.0,2,92.599041
-9.0,15,92.616188
973.0,167,92.802742
1139.0,200,93.007849
1026.0,179,93.188962
-6.0,2,93.19096
-7.0,1,93.191978
1071.0,200,93.386447
1130.0,200,93.576704
-15.0,16,93.59231
-10.0,5,93.596866
-8.0,5,93.6009
-10.0,1,93.601903
1183.0,200,93.797392
0.0,9,93.805951
1227.0,200,94.002643
1199.0,200,96.7022
750.0,133,96.889182
-9.0,7,96.897712
1211.0,200,97.126405
873.0,148,97.285558
1205.0,200,97.520472
985.0,174,97.714489
118.0,21,97.736197
96.0,17,97.752806
97.0,19,97.77386
1168.0,200,97.983522
1191.0,200,98.177804
1256.0,200,98.369695
1142.0,200,98.568603
1172.0,200,98.76616
374.0,62,98.82945
1146.0,200,101.685455
1124.0,200,101.901703
1202.0,200,102.105619
559.0,101,102.204578
-12.0,31,102.233221
-10.0,2,102.23577
-9.0,31,102.26548
-10.0,5,102.26948
195.0,34,102.303164
-10.0,9,102.312694
-9.0,3,102.315202
1231.0,200,102.503211
-10.0,8,102.510768
-9.0,4,102.514733
1253.0,200,102.71749
1207.0,200,102.937069
-10.0,18,102.957106
-9.0,20,102.977162
-10.0,13,102.99068
-10.0,2,102.992681
-9.0,6,102.998191
-10.0,4,103.003191
1121.0,200,103.198181
-10.0,1,103.199181
-7.0,1,103.200182
1274.0,200,103.396811
-7.0,11,103.406406
1129.0,200,106.229348
1215.0,200,106.487263
-9.0,11,106.500795
821.0,151,106.668915
-9.0,1,106.669916
-10.0,22,106.692978
1204.0,200,106.895952
-9.0,11,106.907551
347.0,60,106.964491
1176.0,200,107.158393
-10.0,13,107.170944
-8.0,3,107.172943
1202.0,200,107.3616
213.0,41,107.398973
1142.0,200,107.587337
-9.0,19,107.605481
-10.0,5,107.610488
-9.0,21,107.629771
1189.0,200,107.815016
1209.0,200,108.019333
6.0,2,108.021332
-9.0,11,108.033387
638.0,109,108.15484
-10.0,12,108.167394
0.0,2,108.170393
-9.0,17,108.187476
-8.0,39,108.225374
-9.0,35,108.259026
-2.0,1,108.260026
-10.0,8,108.268558
1159.0,200,111.072183
162.0,28,111.103779
1226.0,200,111.318979
1134.0,200,111.535918
560.0,99,111.637755
-1.0,3,111.641763
-10.0,7,111.648381
977.0,178,111.823151
1195.0,200,112.01474
-7.0,1,112.016258
1001.0,168,112.173446
5.0,36,112.208268
1217.0,200,112.395981
680.0,115,112.502965
-10.0,12,112.514551
1189.0,200,112.718516
1177.0,200,112.928833
-8.0,7,112.936337
1137.0,200,116.024785
365.0,64,116.107042
1196.0,200,116.335179
525.0,89,116.432893
568.0,91,116.527252
1162.0,200,116.730638
1169.0,200,116.926023
-6.0,2,116.929022
250.0,52,116.978899
248.0,45,117.022151
545.0,97,117.111895
151.0,31,117.141161
-13.0,15,117.154746
1171.0,200,117.342689
1159.0,200,117.531282
-22.0,15,117.545303
370.0,61,117.602937
-14.0,6,117.608451
-9.0,6,117.613451
-7.0,14,117.626004
1124.0,200,117.807197
