#{"t_start": 1775123659.6088326, "env_id": "None"}
r,l,t
137.0,32,9.199609
177.0,43,9.28445
0.0,13,9.311116
0.0,23,9.355744
-9.0,2,9.359781
303.0,82,9.473696
5.0,13,9.493412
150.0,39,9.545137
46.0,19,9.567198
618.0,200,9.789388
156.0,42,9.833829
-13.0,2,9.835826
480.0,153,9.991535
267.0,85,10.075499
-6.0,22,10.097228
6.0,7,10.103842
236.0,59,10.163213
-8.0,2,10.165214
99.0,38,10.201471
-7.0,1,10.202669
15.0,6,10.208668
-2.0,1,10.209669
-4.0,6,10.215197
213.0,69,10.281177
96.0,41,10.320492
135.0,44,11.519486
-9.0,5,11.528593
-7.0,1,11.530597
-2.0,1,11.532117
267.0,65,11.631351
790.0,200,11.884846
-18.0,5,11.889844
295.0,65,11.959829
11.0,6,11.967421
-2.0,5,11.971971
-16.0,6,11.979007
9.0,5,11.98457
-10.0,1,11.985569
785.0,200,12.189098
-11.0,4,12.194292
111.0,43,12.236588
-9.0,11,12.248171
342.0,93,12.337302
138.0,37,12.374326
11.0,8,12.381851
198.0,56,12.437106
385.0,107,12.539085
-9.0,4,12.542641
133.0,41,12.583446
748.0,200,14.037771
503.0,115,14.172372
-10.0,2,14.174372
13.0,7,14.182928
93.0,33,14.218326
262.0,73,14.296489
23.0,12,14.308103
-9.0,1,14.310103
277.0,68,14.381258
-6.0,2,14.383841
247.0,73,14.458484
6.0,8,14.467066
138.0,39,14.50593
13.0,4,14.509925
24.0,31,14.544274
146.0,35,14.583601
26.0,6,14.589596
57.0,12,14.604297
123.0,34,14.642482
-5.0,3,14.645483
201.0,45,14.698116
-11.0,10,14.709677
509.0,114,14.839412
67.0,22,14.863013
-20.0,2,14.866008
-16.0,7,14.87254
-6.0,2,14.875535
588.0,128,16.227119
525.0,123,16.415432
371.0,75,16.498722
-10.0,2,16.501715
-2.0,1,16.502263
815.0,200,16.71833
0.0,1,16.720329
3.0,4,16.723857
334.0,68,16.793636
-2.0,11,16.804778
688.0,137,16.943984
12.0,16,16.959564
355.0,72,17.029033
913.0,200,17.218961
453.0,90,17.302159
1060.0,200,18.716623
500.0,95,18.822307
697.0,150,18.983666
-13.0,4,18.987664
160.0,32,19.019964
575.0,113,19.132984
948.0,190,19.319258
803.0,151,19.463629
581.0,142,21.092148
292.0,64,21.198696
-6.0,2,21.201213
451.0,97,21.335956
-15.0,3,21.33996
157.0,39,21.399071
686.0,110,21.539238
1079.0,200,21.802721
1046.0,181,21.99978
1041.0,200,22.25138
-2.0,18,22.271551
160.0,30,22.3029
535.0,101,23.861786
0.0,15,23.882836
447.0,84,24.022804
522.0,99,24.151522
1094.0,200,24.429407
962.0,166,24.6482
544.0,111,24.770218
1062.0,190,25.006172
492.0,89,25.099395
1192.0,200,26.625283
1046.0,200,26.845696
1029.0,200,27.052821
680.0,124,27.174254
947.0,169,27.338304
-8.0,7,27.346489
-9.0,1,27.347491
343.0,66,27.410515
1105.0,200,28.845315
269.0,53,28.909218
-13.0,7,28.916815
-15.0,3,28.919815
1123.0,200,29.135511
-9.0,2,29.137532
431.0,82,29.220622
1143.0,200,29.423335
717.0,130,29.549747
892.0,154,29.698638
-7.0,1,29.699635
-14.0,13,29.712388
-1.0,18,29.728965
315.0,61,31.052076
959.0,171,31.29253
532.0,101,31.405407
1133.0,200,31.614473
1149.0,200,31.812817
-13.0,5,31.817851
1161.0,200,32.011301
1174.0,200,33.425689
1228.0,200,33.656602
1130.0,200,33.863444
3.0,2,33.865444
1155.0,200,34.063758
1111.0,192,34.251711
896.0,156,35.634216
1090.0,200,35.92632
847.0,145,36.10885
95.0,16,36.128048
1171.0,200,36.340127
4.0,20,36.360283
100.0,22,36.382007
1141.0,200,36.586203
228.0,40,36.625056
1063.0,182,37.9881
1174.0,200,38.263779
130.0,26,38.292532
1204.0,200,38.50616
511.0,96,38.604225
-8.0,9,38.613353
1216.0,200,38.809707
-12.0,18,38.828337
-10.0,3,38.83034
0.0,4,38.834921
-13.0,10,38.844516
1192.0,200,39.035033
-10.0,2,39.038003
1226.0,200,40.453856
1197.0,200,40.687244
238.0,41,40.732143
-18.0,6,40.739179
182.0,35,40.775468
1.0,2,40.777467
-10.0,6,40.78405
-18.0,17,40.802187
1178.0,200,41.008212
1211.0,200,41.219383
1191.0,200,42.706729
1210.0,200,42.96319
514.0,91,43.064553
1186.0,200,43.276434
0.0,7,43.282988
-10.0,1,43.28502
-2.0,1,43.285993
1179.0,200,43.487466
0.0,12,43.499047
0.0,18,43.516802
1191.0,200,43.723018
1191.0,200,45.264177
1159.0,200,45.489847
1214.0,200,45.697626
-12.0,4,45.702145
1117.0,200,45.899924
1183.0,200,46.089854
1178.0,200,47.636771
1253.0,200,47.863551
569.0,98,47.966817
1191.0,200,48.171483
383.0,67,48.23505
1171.0,200,48.428182
912.0,151,49.869713
1174.0,200,50.146032
741.0,124,50.286427
2.0,9,50.296012
2.0,17,50.315188
1193.0,200,50.525496
1219.0,200,50.725393
1189.0,200,50.918791
-9.0,12,50.930384
1268.0,200,52.442511
1204.0,200,52.677877
1205.0,200,52.891222
-6.0,2,52.893265
8.0,2,52.895265
1213.0,200,53.093502
-10.0,2,53.096504
1257.0,200,53.294471
-7.0,11,53.306657
-13.0,5,53.312201
1086.0,200,55.049325
-7.0,1,55.051359
-9.0,6,55.058953
-10.0,2,55.061497
1188.0,200,55.298005
1245.0,200,55.510102
1186.0,200,55.819661
1217.0,200,56.075226
1228.0,200,57.762239
1219.0,200,57.994112
-2.0,1,57.996111
-10.0,6,58.002647
1194.0,200,58.211542
-2.0,1,58.213706
11.0,6,58.219709
6.0,2,58.221251
60.0,10,58.233437
1205.0,200,58.433985
1223.0,200,58.625756
1236.0,200,60.092887
1190.0,200,60.31134
1114.0,200,60.519802
1229.0,200,60.724295
1230.0,200,60.918619
1210.0,200,62.34388
-2.0,1,62.34588
611.0,109,62.489784
-20.0,16,62.511344
-10.0,7,62.521391
-2.0,1,62.522944
1240.0,200,62.763874
1209.0,200,62.975867
1213.0,200,63.172706
1217.0,200,64.569867
1254.0,200,64.837277
-9.0,2,64.840278
1139.0,200,65.054206
-2.0,1,65.056206
1231.0,200,65.255151
1223.0,200,65.453427
1140.0,200,66.88241
1225.0,200,67.188088
0.0,9,67.202327
1164.0,200,67.461849
-10.0,1,67.463887
-15.0,1,67.464887
1200.0,200,67.695902
294.0,47,67.756607
-10.0,11,67.770133
1200.0,200,68.011484
1230.0,200,69.43919
365.0,60,69.52227
298.0,50,69.588896
1099.0,200,69.812365
1.0,2,69.814375
-10.0,10,69.825909
1158.0,200,70.029948
-15.0,23,70.055763
784.0,144,70.195451
588.0,103,70.294307
814.0,137,70.427104
1150.0,200,71.92317
1158.0,200,72.142347
1227.0,200,72.345472
-2.0,1,72.346462
-10.0,2,72.349497
-2.0,1,72.350498
1183.0,200,72.546252
-14.0,10,72.558384
692.0,119,72.675514
1204.0,200,74.18489
-10.0,32,74.232731
33.0,6,74.243285
4.0,3,74.247322
1002.0,170,74.451444
1260.0,200,74.676436
-15.0,17,74.69461
-12.0,18,74.715779
-10.0,2,74.718748
1147.0,200,74.922493
1093.0,195,75.112874
661.0,112,76.406342
1185.0,200,76.67903
686.0,119,76.814342
0.0,6,76.82034
1180.0,200,77.033768
-10.0,18,77.052359
-10.0,16,77.068916
1201.0,200,77.264632
1225.0,200,77.455489
-15.0,3,77.4585
-10.0,1,77.459525
1141.0,200,79.228207
682.0,119,79.36805
1179.0,200,79.583131
1209.0,200,79.787225
-13.0,13,79.801329
-10.0,8,79.809373
1237.0,200,80.005123
1220.0,200,81.416724
1210.0,200,81.670091
-10.0,7,81.683282
1200.0,200,81.925606
1197.0,200,82.169708
4.0,3,82.175305
700.0,115,82.297786
0.0,1,82.298785
1086.0,188,82.492283
1205.0,200,84.002206
1220.0,200,84.238695
497.0,79,84.325486
1150.0,200,84.534195
1165.0,200,84.739182
1190.0,200,86.235246
-10.0,6,86.244372
-10.0,16,86.271235
862.0,144,86.521708
450.0,80,86.631416
1227.0,200,86.926841
726.0,122,87.081464
-10.0,3,87.085511
-10.0,6,87.092623
1235.0,200,87.344373
1155.0,200,87.580496
-10.0,5,87.587587
1205.0,200,89.469671
-10.0,11,89.490376
1155.0,200,89.766047
-10.0,3,89.771529
1185.0,200,90.036689
-10.0,27,90.066975
-10.0,11,90.079537
1.0,2,90.081506
-10.0,14,90.098284
1140.0,200,90.343342
-10.0,1,90.345342
-10.0,14,90.363967
1183.0,200,91.985922
1215.0,200,92.271688
-10.0,7,92.279717
1200.0,200,92.495275
1225.0,200,92.701396
-10.0,2,92.703418
-10.0,6,92.70944
1240.0,200,92.906582
1185.0,200,94.28895
-15.0,23,94.321978
694.0,117,94.510321
161.0,27,94.546106
234.0,38,94.596483
-10.0,24,94.626189
1165.0,200,94.85949
53.0,11,94.871623
-10.0,4,94.876669
-10.0,17,94.895845
1230.0,200,95.103314
-2.0,1,95.105315
1305.0,200,95.301839
-10.0,17,95.318432
-10.0,4,95.322623
289.0,48,95.36842
1225.0,200,96.808537
1016.0,172,97.009508
1165.0,200,97.216552
967.0,159,97.372917
1215.0,200,97.567805
150.0,25,97.593004
1190.0,200,98.988032
1255.0,200,99.246372
1145.0,200,99.461392
-10.0,6,99.468409
-10.0,10,99.478642
-10.0,2,99.480642
-10.0,15,99.496745
-10.0,20,99.516866
1230.0,200,99.717484
-10.0,13,99.731674
-10.0,6,99.739261
-10.0,4,99.743839
1265.0,200,99.969205
-10.0,2,99.971746
1220.0,200,101.470344
-9.0,39,101.525483
168.0,31,101.562392
1205.0,200,101.787426
663.0,106,101.899254
1185.0,200,102.099096
0.0,19,102.117302
1185.0,200,102.309721
-10.0,11,102.320307
1150.0,200,103.937013
1207.0,200,104.448356
157.0,30,104.51158
1200.0,200,105.044079
1180.0,200,105.685961
1190.0,200,106.309009
1198.0,200,108.52482
1175.0,200,108.849859
1220.0,200,109.142349
1145.0,200,109.419324
1205.0,200,109.73398
110.0,20,109.76359
1170.0,200,111.707229
561.0,97,111.838121
-10.0,14,111.854302
-7.0,1,111.855303
1215.0,200,112.073598
250.0,45,112.122059
386.0,62,112.187824
1238.0,200,112.394618
1170.0,200,112.593952
1210.0,200,114.044028
-2.0,1,114.046033
1160.0,200,114.288651
555.0,90,114.397803
-10.0,7,114.40539
-2.0,1,114.406388
1230.0,200,114.613426
1200.0,200,114.813456
-10.0,13,114.82604
1180.0,200,115.019491
9.0,3,115.02304
-7.0,1,115.024073
1175.0,200,116.540459
1100.0,200,116.775621
93.0,16,116.793789
153.0,31,116.826493
927.0,169,117.007539
56.0,12,117.019844
1170.0,200,117.217492
635.0,100,117.314607
-10.0,5,117.320607
-10.0,22,117.341664
-9.0,37,117.376797
1180.0,200,118.854772
-10.0,7,118.864343
1056.0,177,119.098128
1195.0,200,119.349005
280.0,55,119.409234
-10.0,18,119.429406
-10.0,20,119.45158
-10.0,12,119.463727
-10.0,2,119.465728
-10.0,12,119.479871
1170.0,200,119.688894
