#{"t_start": 1775120945.854795, "env_id": "None"}
r,l,t
1.0,2,76.952643
1181.0,200,77.331254
740.0,126,77.544235
208.0,32,77.590561
34.0,28,77.636352
-4.0,6,77.652471
9.0,3,77.655023
1158.0,200,78.010713
475.0,80,78.152051
265.0,46,78.237818
8.0,5,78.247839
1.0,2,78.25284
-6.0,7,78.263897
-15.0,1,78.267921
33.0,25,78.308085
743.0,129,78.531348
1097.0,200,78.856857
439.0,79,78.997102
-4.0,2,78.999103
122.0,25,79.059873
891.0,153,79.384039
84.0,89,79.546003
1026.0,185,79.881952
24.0,5,79.894001
1197.0,200,80.242318
1068.0,191,80.584661
1181.0,200,80.955634
464.0,90,81.116967
-7.0,2,81.117967
1.0,2,81.121966
359.0,67,81.24003
1099.0,200,81.573686
621.0,107,81.766964
1176.0,200,82.140911
489.0,95,82.314243
1168.0,200,82.679353
959.0,169,82.969646
12.0,23,83.008732
-4.0,6,83.019258
1100.0,200,83.400878
972.0,164,83.683692
359.0,63,83.799549
1138.0,200,84.159958
1143.0,200,84.5457
140.0,150,84.868003
815.0,138,85.125362
-7.0,1,85.129373
186.0,200,85.499633
664.0,118,85.691183
232.0,200,86.070213
106.0,92,86.228465
-2.0,1,86.23043
1145.0,200,86.590802
-1.0,9,86.607852
-8.0,2,86.608854
1011.0,174,86.915882
1195.0,200,87.302678
252.0,45,87.393392
-9.0,9,87.410516
466.0,94,87.715998
-15.0,1,87.717998
82.0,20,87.760867
11.0,9,87.777728
10.0,8,87.793806
64.0,16,87.821897
1.0,4,87.832424
107.0,31,87.905404
50.0,31,87.969452
1157.0,200,88.36477
232.0,38,88.447749
154.0,29,88.516989
1206.0,200,88.866413
91.0,17,88.896007
1120.0,200,89.286235
-2.0,1,89.287235
-7.0,1,89.288234
1199.0,200,89.649381
1148.0,200,90.064833
1002.0,174,90.392786
286.0,53,90.492593
6.0,9,90.509731
-9.0,1,90.510732
3.0,4,90.516257
955.0,167,90.82422
-1.0,4,90.830257
1174.0,200,91.180169
392.0,67,91.290741
