#{"t_start": 1775121038.5890145, "env_id": "None"}
r,l,t
61.0,14,78.017448
1089.0,182,78.453241
115.0,28,78.504917
68.0,14,78.53672
33.0,11,78.565352
89.0,35,78.658245
495.0,84,78.829583
64.0,29,78.876709
-2.0,1,78.877711
650.0,110,79.079312
-2.0,1,79.081331
135.0,38,79.166598
424.0,75,79.314054
-1.0,4,79.322596
1200.0,200,79.691527
227.0,35,79.749637
387.0,64,79.849371
1169.0,200,80.205967
1.0,10,80.224004
399.0,64,80.339309
101.0,30,80.397019
208.0,36,80.466779
49.0,16,80.505469
5.0,5,80.51601
1141.0,200,80.924925
180.0,34,80.995177
13.0,7,81.00772
484.0,83,81.185348
231.0,43,81.256024
38.0,10,81.273102
1102.0,200,81.666875
6.0,2,81.672401
106.0,24,81.726638
759.0,133,81.95791
24.0,11,81.982018
728.0,130,82.230532
38.0,9,82.248068
72.0,19,82.281578
576.0,99,82.490746
9.0,3,82.499268
-4.0,2,82.501284
478.0,82,82.682018
183.0,32,82.753461
1.0,2,82.756462
1.0,2,82.765693
101.0,34,82.850086
-7.0,1,82.858089
-9.0,1,82.859603
55.0,17,82.894785
80.0,21,82.935932
5.0,20,82.972064
4.0,7,82.98412
13.0,5,82.995656
599.0,109,83.213448
8.0,9,83.234531
6.0,2,83.236531
1123.0,192,83.688076
62.0,12,83.718687
33.0,11,83.751863
418.0,75,83.97838
486.0,80,84.210463
10.0,6,84.223006
603.0,98,84.446815
22.0,5,84.457351
311.0,47,84.545635
6.0,2,84.548641
50.0,16,84.582821
-14.0,4,84.589324
10.0,7,84.604879
59.0,11,84.625938
771.0,137,85.001831
28.0,11,85.031469
71.0,20,85.083747
613.0,99,85.339432
341.0,62,85.494133
253.0,43,85.607665
95.0,28,85.665847
-10.0,1,85.665847
91.0,15,85.694975
177.0,31,85.755174
-2.0,1,85.756173
31.0,13,85.783278
749.0,126,86.05065
22.0,16,86.084795
74.0,15,86.107859
-2.0,1,86.115406
733.0,122,86.356174
126.0,31,86.41391
-2.0,1,86.415907
1118.0,200,86.854734
1.0,6,86.868275
227.0,37,86.934527
6.0,2,86.935525
286.0,49,87.043557
219.0,40,87.112714
148.0,26,87.165401
237.0,44,87.243129
6.0,3,87.249633
407.0,71,87.404548
947.0,156,87.689535
59.0,14,87.711623
365.0,68,87.825255
50.0,12,87.847333
226.0,33,87.915643
420.0,69,88.081509
110.0,22,88.128699
61.0,18,88.180441
384.0,64,88.322528
37.0,15,88.353159
283.0,53,88.445453
199.0,31,88.506186
13.0,16,88.534785
11.0,5,88.548314
276.0,42,88.622129
105.0,25,88.671824
0.0,3,88.680883
-8.0,4,88.686895
-6.0,2,88.69142
245.0,36,88.775275
-15.0,1,88.777276
0.0,3,88.784815
-13.0,9,88.804894
5.0,4,88.81144
73.0,19,88.847044
1143.0,200,89.206167
94.0,31,89.251775
463.0,86,89.407804
651.0,117,89.613015
356.0,54,89.71785
106.0,20,89.754986
1.0,2,89.756978
148.0,21,89.788084
776.0,134,90.054555
1005.0,165,90.365392
-13.0,9,90.379939
122.0,20,90.421092
78.0,21,90.469278
-5.0,2,90.471824
254.0,44,90.549548
484.0,82,90.676894
553.0,96,90.854944
185.0,30,90.909641
-5.0,4,90.915658
292.0,53,91.012495
117.0,20,91.050635
74.0,15,91.073688
308.0,54,91.161937
316.0,62,91.264685
-15.0,3,91.272203
97.0,17,91.299284
100.0,24,91.342436
225.0,44,91.423033
386.0,71,91.547908
-13.0,3,91.553444
624.0,100,91.771298
-15.0,3,91.774308
158.0,33,91.832945
244.0,44,91.911725
175.0,26,91.954864
3.0,4,91.964405
149.0,22,91.999491
131.0,20,92.028091
75.0,26,92.070724
123.0,21,92.109354
229.0,31,92.158458
-2.0,1,92.159468
-2.0,1,92.163985
293.0,44,92.240727
50.0,13,92.269322
18.0,7,92.282392
277.0,49,92.367628
148.0,28,92.42131
126.0,22,92.467477
7.0,9,92.491584
97.0,18,92.517651
238.0,39,92.597429
40.0,10,92.615466
2.0,5,92.626991
184.0,41,92.705289
49.0,25,92.762514
184.0,44,92.850867
842.0,139,93.133342
153.0,25,93.182567
267.0,49,93.297005
134.0,24,93.34771
2.0,3,93.357253
141.0,23,93.415999
221.0,31,93.499414
130.0,17,93.536079
126.0,18,93.579283
71.0,17,93.61792
671.0,104,93.845352
112.0,26,93.900095
0.0,1,93.901112
17.0,6,93.920187
93.0,26,93.978129
146.0,30,94.035344
-5.0,2,94.036343
50.0,19,94.07349
-7.0,1,94.074489
69.0,22,94.132223
16.0,6,94.145324
0.0,3,94.155877
218.0,46,94.274949
-8.0,4,94.287023
208.0,38,94.378385
116.0,21,94.426037
21.0,10,94.452623
44.0,8,94.476203
-5.0,2,94.478222
167.0,28,94.545018
220.0,33,94.61524
34.0,8,94.632303
37.0,13,94.658391
-2.0,1,94.659902
42.0,14,94.696096
50.0,17,94.732232
318.0,56,94.842607
50.0,9,94.86165
126.0,18,94.899247
1171.0,200,95.336428
37.0,11,95.359994
1169.0,200,95.844306
548.0,98,96.049644
43.0,9,96.064184
472.0,92,96.244844
-15.0,3,96.25038
222.0,41,96.332215
48.0,10,96.359258
79.0,21,96.403431
32.0,7,96.414949
540.0,86,96.555558
-1.0,2,96.563095
54.0,11,96.583704
167.0,22,96.627769
97.0,59,96.738062
25.0,8,96.750088
251.0,50,96.829295
74.0,12,96.852874
