#{"t_start": 1775121334.7155747, "env_id": "None"}
r,l,t
-10.0,10,4.829867
-2.0,8,4.844908
162.0,52,4.921147
-5.0,3,4.92567
-4.0,4,4.92967
501.0,200,5.217427
-2.0,3,5.223935
10.0,6,5.230943
17.0,8,5.245985
-4.0,5,5.258514
41.0,13,5.281548
-7.0,4,5.288081
33.0,14,5.312121
173.0,52,5.391304
-23.0,3,5.398834
7.0,16,5.425406
10.0,9,5.433926
551.0,200,5.717646
-8.0,2,5.721646
28.0,8,5.733696
-8.0,2,5.734709
116.0,19,5.764312
2.0,4,5.772839
567.0,200,6.0813
12.0,8,6.096845
-12.0,2,6.100844
611.0,200,6.461416
22.0,10,6.47847
-19.0,22,6.523631
-10.0,1,6.523631
619.0,200,6.868205
-4.0,4,6.872205
30.0,14,6.894309
-17.0,3,6.901324
542.0,200,7.228226
50.0,18,7.251278
-15.0,1,7.252277
26.0,11,7.271305
-10.0,1,7.273827
6.0,2,7.275834
550.0,200,7.587758
-12.0,2,7.593771
10.0,2,7.594781
-15.0,8,7.608307
0.0,1,7.614824
-8.0,5,7.623354
29.0,12,7.648388
131.0,45,7.727144
235.0,55,7.819407
-14.0,2,7.819407
6.0,5,7.831936
199.0,44,7.891587
204.0,58,7.971761
144.0,45,8.029409
28.0,14,8.054964
-10.0,7,8.06849
-8.0,2,8.06849
228.0,45,8.128146
7.0,3,8.132145
-5.0,8,8.14167
-2.0,3,8.149195
-13.0,1,8.149195
578.0,200,8.469562
135.0,48,8.536735
315.0,65,8.64605
227.0,65,8.761033
103.0,23,8.790101
0.0,1,8.794636
-14.0,2,8.795631
141.0,42,8.860846
261.0,66,8.972107
48.0,26,9.022246
7.0,7,9.029772
-15.0,11,9.047841
709.0,200,9.362799
49.0,11,9.383353
-12.0,2,9.383353
31.0,12,9.400395
7.0,6,9.410954
-8.0,5,9.415542
71.0,25,9.449061
4.0,15,9.477668
0.0,2,9.481667
132.0,47,9.548918
460.0,102,9.731324
197.0,56,9.817073
-9.0,7,9.826607
636.0,171,10.076267
27.0,9,10.089787
276.0,81,10.201053
-8.0,3,10.205572
416.0,102,10.362997
783.0,200,10.70149
4.0,3,10.708023
105.0,29,10.753597
20.0,20,10.781662
6.0,6,10.796231
63.0,16,10.824815
-3.0,10,10.841342
732.0,200,11.157681
-11.0,10,11.170202
-2.0,3,11.172204
3.0,8,11.181731
9.0,8,11.193763
394.0,112,11.376267
482.0,116,11.574789
237.0,40,11.651044
-3.0,9,11.673604
49.0,39,11.748639
792.0,200,12.096454
778.0,200,12.456478
767.0,200,12.765204
115.0,32,12.808741
-9.0,1,12.813246
203.0,56,12.908578
296.0,69,13.016892
735.0,200,13.370459
-8.0,10,13.382998
-8.0,5,13.395041
409.0,98,13.541435
5.0,5,13.550974
164.0,46,13.646756
167.0,35,13.699389
88.0,43,13.766612
197.0,45,13.842828
5.0,8,13.85389
3.0,5,13.863397
19.0,8,13.879958
-15.0,1,13.880956
-10.0,7,13.896019
249.0,40,13.961687
269.0,74,14.069976
-13.0,5,14.080509
806.0,200,14.405321
88.0,18,14.439795
148.0,36,14.512983
-7.0,1,14.513494
-6.0,4,14.524009
19.0,6,14.536545
-13.0,4,14.541546
-4.0,8,14.55559
-15.0,1,14.556589
820.0,200,14.881999
333.0,72,15.005412
18.0,5,15.013923
480.0,92,15.145821
-3.0,10,15.165871
78.0,19,15.191922
-2.0,1,15.192923
23.0,6,15.198448
313.0,56,15.278983
51.0,17,15.305074
283.0,57,15.384312
511.0,103,15.546537
437.0,99,15.709458
15.0,12,15.72751
-14.0,2,15.731511
935.0,200,16.042289
72.0,16,16.072887
-12.0,2,16.07441
279.0,61,16.184675
65.0,18,16.209252
875.0,200,16.569807
296.0,62,16.68014
564.0,117,16.864107
308.0,62,16.981467
965.0,200,17.429935
402.0,87,17.62007
542.0,124,17.895584
771.0,158,18.20203
1036.0,200,18.571646
625.0,145,18.813048
781.0,164,19.086291
-5.0,6,19.094805
6.0,7,19.111867
-5.0,9,19.128947
50.0,24,19.174571
171.0,32,19.22972
6.0,2,19.237245
-7.0,6,19.243752
462.0,87,19.393158
-7.0,3,19.400166
400.0,75,19.541625
51.0,33,19.596787
-6.0,11,19.618345
23.0,12,19.635401
1056.0,200,19.994577
560.0,102,20.1812
-8.0,4,20.187728
-5.0,3,20.193236
625.0,108,20.367138
440.0,81,20.515115
957.0,190,20.853608
471.0,93,21.029589
-7.0,1,21.031595
6.0,11,21.051673
6.0,18,21.076246
64.0,17,21.11588
21.0,8,21.128413
422.0,76,21.255303
1015.0,184,21.570169
797.0,149,21.824401
8.0,6,21.830406
192.0,32,21.893099
260.0,62,22.014982
726.0,130,22.267744
1101.0,200,22.684675
741.0,130,22.907785
619.0,110,23.108279
-9.0,1,23.112279
1118.0,200,23.491706
934.0,165,23.784828
-9.0,1,23.785841
348.0,60,23.8816
-7.0,3,23.888117
99.0,42,23.956807
179.0,39,24.029012
24.0,21,24.069961
-9.0,1,24.075486
1154.0,200,24.422879
1179.0,200,24.776781
622.0,100,24.951713
355.0,65,25.058946
586.0,120,25.274493
464.0,87,25.451471
-2.0,1,25.451471
1179.0,200,25.819812
-2.0,1,25.820826
-13.0,3,25.826333
6.0,8,25.845385
-10.0,8,25.86341
43.0,15,25.892999
1204.0,200,26.264482
1183.0,200,26.618242
1203.0,200,26.958101
437.0,73,27.090395
1153.0,200,27.479858
777.0,135,27.761875
-5.0,4,27.772913
-7.0,1,27.773926
1085.0,200,28.185239
1035.0,169,28.474478
105.0,20,28.517574
136.0,35,28.591243
31.0,7,28.615885
-2.0,1,28.617885
119.0,27,28.70637
167.0,29,28.765132
1.0,2,28.768143
-7.0,1,28.774659
203.0,41,28.858452
78.0,17,28.898543
722.0,121,29.161762
290.0,47,29.288343
42.0,7,29.310422
1102.0,200,29.779264
308.0,58,29.907067
1149.0,200,30.271341
652.0,104,30.484852
-2.0,1,30.491841
355.0,63,30.622301
0.0,1,30.627821
0.0,1,30.628821
-15.0,1,30.628821
20.0,8,30.641341
30.0,9,30.656397
309.0,49,30.751707
740.0,123,30.988357
422.0,67,31.107669
779.0,132,31.358436
805.0,138,31.607547
-15.0,3,31.610546
744.0,136,31.872222
1109.0,200,32.222055
962.0,169,32.541932
131.0,19,32.57603
27.0,6,32.589563
72.0,14,32.611614
149.0,28,32.673774
217.0,37,32.739474
61.0,18,32.764042
43.0,8,32.77657
841.0,131,33.041511
-7.0,3,33.050031
525.0,105,33.283754
23.0,11,33.304827
891.0,154,33.593126
40.0,9,33.612175
-2.0,1,33.617704
27.0,5,33.626226
756.0,139,33.892966
-7.0,1,33.893977
79.0,15,33.92857
30.0,19,33.959673
-7.0,1,33.966208
-7.0,3,33.968207
169.0,33,34.03039
78.0,17,34.064987
532.0,91,34.239913
107.0,18,34.270481
12.0,6,34.28653
17.0,12,34.314098
-9.0,1,34.315103
50.0,69,34.426398
-9.0,1,34.426398
70.0,17,34.453978
101.0,15,34.480035
39.0,13,34.507613
31.0,9,34.525663
92.0,15,34.55072
27.0,37,34.614403
103.0,32,34.677106
189.0,34,34.730722
1092.0,189,35.087084
1093.0,186,35.443002
130.0,22,35.481585
1140.0,200,35.895869
409.0,73,36.031482
170.0,36,36.090142
262.0,50,36.165813
43.0,12,36.191863
75.0,15,36.225964
433.0,79,36.373848
62.0,14,36.40191
14.0,3,36.410434
42.0,10,36.428479
97.0,19,36.454545
9.0,7,36.466089
298.0,54,36.572891
109.0,19,36.610986
34.0,11,36.637072
19.0,10,36.653113
113.0,19,36.690762
-8.0,4,36.7003
-2.0,1,36.707825
14.0,3,36.710824
7.0,8,36.725884
120.0,20,36.768502
-2.0,1,36.773007
965.0,164,37.108827
20.0,3,37.110826
15.0,4,37.118349
466.0,87,37.274469
-7.0,1,37.276472
9.0,5,37.29099
54.0,11,37.309048
-5.0,2,37.313564
555.0,94,37.489571
-5.0,2,37.49509
56.0,13,37.513138
713.0,132,37.729283
22.0,6,37.745875
37.0,11,37.761396
560.0,96,37.955862
-2.0,1,37.961863
115.0,29,38.018991
384.0,71,38.143895
43.0,15,38.163935
-6.0,5,38.176459
50.0,11,38.193489
21.0,6,38.206037
598.0,104,38.446018
63.0,26,38.50167
1002.0,170,38.836164
1059.0,179,39.176194
229.0,45,39.25488
24.0,8,39.26741
40.0,16,39.301042
45.0,12,39.326622
-5.0,2,39.327624
583.0,111,39.542229
504.0,80,39.689112
1.0,17,39.723185
131.0,28,39.783303
-2.0,1,39.787323
384.0,77,39.912115
111.0,22,39.949723
19.0,5,39.963765
102.0,33,40.030933
861.0,159,40.35722
-2.0,1,40.35822
-7.0,1,40.35922
-2.0,1,40.36022
27.0,11,40.385798
298.0,62,40.509633
47.0,13,40.535182
615.0,111,40.78405
351.0,64,40.926595
115.0,22,40.977769
98.0,28,41.039934
42.0,10,41.058988
19.0,5,41.06652
649.0,102,41.311768
17.0,10,41.339343
646.0,104,41.582872
10.0,11,41.603446
-7.0,3,41.605466
425.0,65,41.737693
344.0,60,41.887269
545.0,97,42.083042
925.0,155,42.408521
372.0,70,42.561172
454.0,81,42.740618
165.0,89,42.911468
1022.0,180,43.324845
487.0,84,43.52964
-1.0,5,43.540167
7.0,9,43.55774
2.0,5,43.570278
446.0,84,43.775461
403.0,63,43.948189
96.0,17,43.990986
-2.0,1,43.998533
1011.0,160,44.401505
42.0,9,44.424101
439.0,82,44.605773
292.0,53,44.756531
68.0,11,44.776595
28.0,10,44.801651
42.0,12,44.828265
0.0,1,44.830264
634.0,110,45.101688
25.0,8,45.117763
850.0,140,45.449155
320.0,62,45.581988
625.0,99,45.783105
6.0,4,45.791123
41.0,11,45.81869
0.0,1,45.81969
-7.0,1,45.820688
-10.0,2,45.828225
1159.0,200,46.18925
1.0,4,46.194775
0.0,1,46.196771
28.0,4,46.204304
-6.0,3,46.210301
-7.0,1,46.210301
1125.0,200,46.56827
1092.0,200,46.935344
6.0,4,46.941342
983.0,165,47.246665
-15.0,1,47.247665
276.0,51,47.343424
267.0,47,47.436207
10.0,2,47.438205
52.0,12,47.46378
388.0,72,47.571039
169.0,139,47.83378
526.0,95,47.994224
-3.0,10,48.007747
912.0,155,48.276551
586.0,92,48.443478
93.0,40,48.531319
22.0,5,48.541604
1157.0,200,48.921579
439.0,72,49.0856
826.0,146,49.388639
684.0,121,49.620816
620.0,122,49.849033
160.0,32,49.908725
0.0,9,49.921255
0.0,1,49.922253
744.0,133,50.164954
178.0,151,50.449736
737.0,134,50.727892
1173.0,200,51.071037
506.0,81,51.222069
9.0,3,51.227588
636.0,119,51.436355
909.0,161,51.745385
111.0,64,51.866699
984.0,199,52.196016
505.0,77,52.327825
856.0,154,52.5877
48.0,11,52.614297
416.0,72,52.754015
1141.0,200,53.110544
24.0,6,53.11907
-8.0,9,53.137109
288.0,55,53.240372
414.0,74,53.375801
-1.0,2,53.376802
570.0,93,53.538517
633.0,111,53.747503
1118.0,200,54.129734
1148.0,200,54.537885
-8.0,2,54.54643
119.0,78,54.707861
230.0,41,54.784671
382.0,69,54.902946
4.0,3,54.908467
1175.0,200,55.261355
982.0,159,55.529972
562.0,101,55.728537
622.0,111,55.93014
-15.0,5,55.940658
16.0,14,55.960713
1084.0,184,56.274554
48.0,22,56.313637
531.0,92,56.479251
340.0,51,56.561419
127.0,23,56.602046
1204.0,200,56.9648
-8.0,4,56.973321
529.0,98,57.149712
-7.0,1,57.150711
-2.0,1,57.151711
1127.0,200,57.516155
176.0,27,57.568762
8.0,6,57.57927
308.0,62,57.700081
624.0,116,57.903036
97.0,97,58.065422
-7.0,3,58.071424
63.0,20,58.110389
-4.0,2,58.111388
1227.0,200,58.497862
31.0,14,58.529439
839.0,137,58.799172
263.0,52,58.887388
12.0,19,58.91798
31.0,10,58.931512
162.0,29,58.990153
460.0,84,59.149031
775.0,133,59.403308
25.0,5,59.414685
-4.0,2,59.42169
1186.0,200,59.840593
-3.0,7,59.853634
351.0,77,60.020173
1085.0,189,60.409793
1209.0,197,60.752908
186.0,29,60.796868
9.0,5,60.807392
-15.0,1,60.808393
6.0,4,60.814911
53.0,11,60.835002
1263.0,200,61.218055
905.0,147,61.500386
966.0,200,61.87689
812.0,144,62.140238
125.0,117,62.344536
-5.0,5,62.351543
-3.0,11,62.369602
0.0,10,62.381635
-7.0,3,62.388234
-7.0,3,62.393235
-4.0,6,62.404283
35.0,18,62.43784
699.0,135,62.671
56.0,14,62.699565
559.0,86,62.856941
84.0,17,62.895554
1106.0,200,63.264678
1.0,2,63.265687
-9.0,1,63.266685
1.0,2,63.270685
571.0,110,63.474069
-10.0,9,63.490622
-10.0,12,63.514179
-3.0,20,63.549743
179.0,37,63.610883
678.0,127,63.835625
1.0,11,63.851159
47.0,17,63.884795
302.0,87,64.028632
995.0,200,64.395125
111.0,23,64.437207
42.0,8,64.44873
217.0,37,64.518898
225.0,200,64.853268
567.0,104,65.084083
89.0,14,65.12374
1119.0,200,65.650378
11.0,37,65.732118
-8.0,8,65.753677
9.0,11,65.779741
570.0,100,65.987277
-2.0,1,65.989292
491.0,95,66.173877
573.0,102,66.389393
-9.0,1,66.393906
883.0,200,66.785915
-7.0,1,66.785915
253.0,44,66.855101
169.0,34,66.908822
17.0,10,66.926877
35.0,9,66.940403
249.0,54,67.034186
1120.0,200,67.431821
115.0,20,67.469925
9.0,3,67.472935
1180.0,200,67.848056
1126.0,200,68.194011
97.0,24,68.238153
5.0,5,68.254181
24.0,13,68.283798
-7.0,1,68.284814
481.0,89,68.431664
100.0,23,68.468784
11.0,4,68.477325
1158.0,200,68.849672
15.0,5,68.8572
1.0,2,68.863201
14.0,10,68.876254
1.0,15,68.911858
151.0,24,68.956496
-1.0,5,68.962999
-9.0,1,68.967013
424.0,75,69.091344
-9.0,1,69.096446
362.0,67,69.223222
191.0,32,69.284356
-2.0,1,69.290375
-7.0,3,69.291372
969.0,182,69.630238
7.0,5,69.639779
1284.0,200,70.011179
9.0,3,70.017718
540.0,88,70.164135
8.0,15,70.193733
-7.0,3,70.19574
-9.0,1,70.199251
125.0,100,70.396301
594.0,97,70.618556
848.0,140,70.913617
243.0,51,71.022863
365.0,68,71.137158
-7.0,1,71.138162
19.0,5,71.144678
1184.0,200,71.49547
340.0,61,71.609214
81.0,69,71.732043
448.0,77,71.88148
307.0,64,72.009258
90.0,72,72.127053
46.0,10,72.140566
44.0,8,72.158625
613.0,131,72.407417
134.0,26,72.448481
-6.0,4,72.454999
212.0,200,72.802109
938.0,158,73.098849
88.0,51,73.190073
205.0,187,73.52149
865.0,143,73.771231
279.0,55,73.884024
27.0,6,73.900565
-10.0,10,73.91765
5.0,7,73.932183
559.0,94,74.093205
226.0,37,74.154942
42.0,7,74.161948
792.0,140,74.416416
1123.0,200,74.787399
3.0,2,74.791397
1105.0,200,75.156441
57.0,43,75.237129
628.0,112,75.439087
1.0,2,75.440089
7.0,21,75.480169
193.0,183,75.896062
-9.0,3,75.905595
1133.0,200,76.36345
1139.0,200,76.729462
215.0,40,76.803654
555.0,94,76.966082
1099.0,200,77.315599
230.0,200,77.654985
89.0,77,77.781797
45.0,9,77.794849
-12.0,53,77.873506
341.0,62,77.968739
33.0,10,77.987793
23.0,28,78.035937
1209.0,200,78.387664
122.0,105,78.568667
841.0,144,78.827567
246.0,49,78.919798
1166.0,200,79.258199
71.0,12,79.27724
275.0,58,79.37994
325.0,59,79.497222
-6.0,4,79.50323
1108.0,200,79.857726
388.0,63,79.963042
-9.0,1,79.96405
178.0,168,80.241239
1185.0,200,80.593623
309.0,53,80.695386
33.0,45,80.78958
394.0,73,80.92292
217.0,37,80.989082
-4.0,6,80.996585
439.0,78,81.162057
1.0,2,81.164575
-8.0,2,81.171583
71.0,16,81.210686
873.0,150,81.52204
1239.0,200,81.877542
1155.0,200,82.240251
854.0,149,82.539043
-37.0,9,82.551562
-15.0,6,82.559079
-13.0,1,82.56308
-28.0,6,82.570598
161.0,164,82.898419
185.0,106,83.107275
-5.0,5,83.116802
664.0,122,83.350141
1002.0,187,83.700217
1171.0,200,84.081361
-8.0,3,84.089879
894.0,158,84.378353
16.0,8,84.394419
29.0,5,84.409972
39.0,8,84.428562
733.0,128,84.663229
74.0,11,84.6833
421.0,69,84.817147
355.0,68,84.930002
1168.0,200,85.271465
629.0,117,85.488179
51.0,12,85.506213
21.0,8,85.519741
159.0,34,85.573401
-7.0,1,85.577404
3.0,13,85.596446
698.0,124,85.821071
-2.0,1,85.822583
9.0,7,85.839647
36.0,5,85.84919
3.0,2,85.856701
33.0,5,85.867229
-7.0,1,85.867229
1192.0,200,86.245358
474.0,84,86.38729
-2.0,1,86.388292
1064.0,188,86.784629
-10.0,2,86.791634
-10.0,9,86.810683
1173.0,200,87.160303
235.0,48,87.234485
1135.0,200,87.599648
700.0,124,87.831379
209.0,40,87.90456
177.0,31,87.962179
7.0,10,87.980881
11.0,5,87.991411
733.0,120,88.230592
-9.0,8,88.244638
-10.0,9,88.257169
55.0,15,88.281215
1140.0,200,88.68105
1211.0,200,89.217488
999.0,181,89.760851
1274.0,200,90.234888
596.0,100,90.432956
845.0,143,90.701201
669.0,111,90.893725
4.0,3,90.899743
1059.0,200,91.258667
